epoch,cotBeta_mae_metric,loss,slim_rmse_metric,val_cotBeta_mae_metric,val_loss,val_slim_rmse_metric,val_x_mae_metric,val_y_mae_metric,x_mae_metric,y_mae_metric
0,0.3559980094432831,3914.85205078125,0.5100841522216797,0.31211742758750916,3691.8212890625,0.50572669506073,0.48105305433273315,0.4736071527004242,0.4610745310783386,0.47641265392303467
1,0.286689430475235,2938.736083984375,0.4412725865840912,0.25411731004714966,1983.6756591796875,0.37042155861854553,0.3403250277042389,0.2989673614501953,0.41756296157836914,0.3925514221191406
2,0.2367747575044632,1945.5830078125,0.35766109824180603,0.2484443485736847,2047.767333984375,0.3765149712562561,0.36181989312171936,0.30961769819259644,0.32931122183799744,0.3003918528556824
3,0.20966431498527527,1480.8023681640625,0.30917614698410034,0.16888116300106049,905.0939331054688,0.2501089870929718,0.16149425506591797,0.23862692713737488,0.25163426995277405,0.27409806847572327
4,0.19883830845355988,1406.1199951171875,0.2996569275856018,0.1607578992843628,856.9923095703125,0.2433360069990158,0.155686154961586,0.23224695026874542,0.2424710988998413,0.2689487636089325
5,0.1896536946296692,1381.770751953125,0.29641592502593994,0.1486486941576004,800.0366821289062,0.2350614219903946,0.15369388461112976,0.22598521411418915,0.24490271508693695,0.26679959893226624
6,0.1762889325618744,1290.35302734375,0.28519630432128906,0.22215351462364197,1931.66259765625,0.3656579554080963,0.35852688550949097,0.3114626109600067,0.23574323952198029,0.25798818469047546
7,0.16274426877498627,1181.7432861328125,0.27156779170036316,0.12433984130620956,667.266357421875,0.2145705223083496,0.14817336201667786,0.20145608484745026,0.22505880892276764,0.24532251060009003
8,0.15254855155944824,1101.898681640625,0.26125937700271606,0.20788688957691193,1817.1539306640625,0.35458916425704956,0.3527917265892029,0.3011033535003662,0.2121782749891281,0.2394782453775406
9,0.1392507702112198,928.0101928710938,0.23981192708015442,0.20428146421909332,1775.185546875,0.3505232036113739,0.35138341784477234,0.2934229373931885,0.1940564662218094,0.21517649292945862
10,0.13288894295692444,858.7214965820312,0.23078671097755432,0.1130642294883728,563.010009765625,0.19699345529079437,0.1420387327671051,0.17801012098789215,0.18664726614952087,0.20566001534461975
11,0.1297660917043686,816.579345703125,0.2247883379459381,0.19608797132968903,1695.8836669921875,0.3425954282283783,0.34549084305763245,0.2817196547985077,0.1838984489440918,0.19687524437904358
12,0.12513647973537445,776.8770751953125,0.2188793122768402,0.10712940990924835,560.9881591796875,0.1966034471988678,0.14489200711250305,0.18126890063285828,0.17917567491531372,0.19109898805618286
13,0.12198158353567123,743.154052734375,0.21364717185497284,0.10329890251159668,480.57073974609375,0.18187259137630463,0.139168843626976,0.15449771285057068,0.1761416494846344,0.18403007090091705
14,0.11747047305107117,671.2908325195312,0.20385296642780304,0.10159476846456528,458.9504699707031,0.1776965856552124,0.13719595968723297,0.1476801484823227,0.16971907019615173,0.17058338224887848
15,0.11685911566019058,669.91796875,0.2032533884048462,0.10033059120178223,443.33966064453125,0.1746196299791336,0.1370927393436432,0.1426832377910614,0.17308259010314941,0.16661477088928223
16,0.11197266727685928,614.0375366210938,0.19472827017307281,0.09836547076702118,426.824462890625,0.17126965522766113,0.13547703623771667,0.1379479616880417,0.16435416042804718,0.15875639021396637
17,0.11086087673902512,595.664306640625,0.19145731627941132,0.09705670177936554,412.66729736328125,0.168352410197258,0.13481351733207703,0.13350121676921844,0.16324977576732635,0.15346145629882812
