epoch,loss,val_loss
0,8979.232421875,4799.56787109375
1,3111.41064453125,2233.7724609375
2,361.24859619140625,-406.5418395996094
3,-1013.7779541015625,-1471.8560791015625
4,-2083.07470703125,-2417.999755859375
5,-2939.215576171875,-3196.15087890625
6,-3482.158203125,-3642.130126953125
7,-4155.36474609375,-4485.12255859375
8,-4865.6083984375,-5137.5224609375
9,-5455.24365234375,-5541.6337890625
10,-5845.326171875,-5966.384765625
11,-6262.189453125,-6390.29443359375
12,-6609.62646484375,-6606.36669921875
13,-7003.88134765625,-7104.1455078125
14,-7389.87939453125,-7479.62255859375
15,-7771.31298828125,-7817.9208984375
16,-8039.1318359375,-8187.5087890625
17,-8234.2294921875,-7854.62646484375
18,-8455.6474609375,-8434.9697265625
19,-8808.6982421875,-8871.83984375
20,-9013.185546875,-8896.43359375
21,-9212.650390625,-9116.73046875
22,-9223.0107421875,-8485.8271484375
23,-9362.5634765625,-9048.328125
24,-9514.0830078125,-9526.44921875
25,-9844.921875,-9879.1787109375
26,-9979.8359375,-9767.1298828125
27,-10095.892578125,-10068.4599609375
28,-10192.2373046875,-10165.228515625
29,-10350.4541015625,-10044.0400390625
30,-10407.9169921875,-10249.619140625
31,-10594.3984375,-10312.3232421875
32,-10668.6904296875,-10463.7138671875
33,-10759.9775390625,-10563.36328125
34,-10590.3466796875,-10680.666015625
35,-10843.3212890625,-8279.611328125
36,-10678.0419921875,-10620.7607421875
37,-10768.734375,-10889.83203125
38,-10970.8466796875,-10917.01953125
39,-10970.294921875,-10581.9052734375
40,-10841.0107421875,-10901.0634765625
41,-11223.3837890625,-11149.685546875
42,-10759.9775390625,-10969.2099609375
43,-10820.0361328125,-11156.080078125
44,-11264.4599609375,-11212.125
45,-11409.30859375,-11143.900390625
46,-11523.884765625,-11255.115234375
47,-11678.646484375,-11509.640625
48,-11721.5458984375,-11606.69140625
49,-11810.9306640625,-11846.0888671875
50,-11888.2119140625,-11532.486328125
51,-11848.1748046875,-11968.2529296875
52,-12068.291015625,-11875.259765625
53,-12039.5068359375,-11847.275390625
