epoch,cotAlpha_mae_metric,cotBeta_mae_metric,loss,mean_uncertainty_cotAlpha_monitor,mean_uncertainty_cotBeta_monitor,mean_uncertainty_x_monitor,mean_uncertainty_y_monitor,rmse_metric,val_cotAlpha_mae_metric,val_cotBeta_mae_metric,val_loss,val_mean_uncertainty_cotAlpha_monitor,val_mean_uncertainty_cotBeta_monitor,val_mean_uncertainty_x_monitor,val_mean_uncertainty_y_monitor,val_rmse_metric,val_x_mae_metric,val_y_mae_metric,x_mae_metric,y_mae_metric
95,0.08939177542924881,0.07351148873567581,797.6852416992188,0.0,0.0,0.0,0.0,0.19924627244472504,0.08876091241836548,0.07411638647317886,790.630126953125,0.0,0.0,0.0,0.0,0.19915403425693512,0.14551286399364471,0.19940155744552612,0.14601154625415802,0.19972972571849823
96,0.08931882679462433,0.07338819652795792,798.2601318359375,0.0,0.0,0.0,0.0,0.19927790760993958,0.0901080071926117,0.0754752978682518,793.7803344726562,0.0,0.0,0.0,0.0,0.19955319166183472,0.1461126059293747,0.1992201805114746,0.1458050161600113,0.2000279724597931
97,0.08941511809825897,0.0733162984251976,797.8772583007812,0.0,0.0,0.0,0.0,0.19923044741153717,0.0953584536910057,0.07966653257608414,899.4441528320312,0.0,0.0,0.0,0.0,0.2125038057565689,0.15223480761051178,0.23168326914310455,0.14594495296478271,0.19977284967899323
98,0.08975619077682495,0.0733719989657402,800.2431030273438,0.0,0.0,0.0,0.0,0.19952018558979034,0.08977439254522324,0.07446405291557312,794.3900146484375,0.0,0.0,0.0,0.0,0.19963008165359497,0.14574842154979706,0.2005366086959839,0.14637315273284912,0.20025359094142914
99,0.08909633755683899,0.07334485650062561,796.4295043945312,0.0,0.0,0.0,0.0,0.19904597103595734,0.08867619186639786,0.07475641369819641,791.3501586914062,0.0,0.0,0.0,0.0,0.19924290478229523,0.14559711515903473,0.19938091933727264,0.1457546204328537,0.1995036005973816
100,0.08905443549156189,0.07335837930440903,794.8209228515625,0.0,0.0,0.0,0.0,0.19884638488292694,0.08986737579107285,0.0749477669596672,799.734130859375,0.0,0.0,0.0,0.0,0.2003004103899002,0.14818446338176727,0.2002580612897873,0.14555606245994568,0.19910283386707306
101,0.0888257697224617,0.07351627200841904,796.6292114257812,0.0,0.0,0.0,0.0,0.19906947016716003,0.08884523063898087,0.07399182766675949,788.2391967773438,0.0,0.0,0.0,0.0,0.19884812831878662,0.1448400914669037,0.19958184659481049,0.1459091305732727,0.1994541883468628
102,0.08889245241880417,0.07362755388021469,798.609375,0.0,0.0,0.0,0.0,0.19930912554264069,0.08827822655439377,0.07475416362285614,786.343017578125,0.0,0.0,0.0,0.0,0.19860684871673584,0.14486797153949738,0.19862966239452362,0.14680232107639313,0.19956988096237183
103,0.08875233680009842,0.0734558254480362,801.0533447265625,0.0,0.0,0.0,0.0,0.1996259093284607,0.08951088786125183,0.07367853075265884,807.9306640625,0.0,0.0,0.0,0.0,0.20133668184280396,0.1469193547964096,0.20539897680282593,0.146927148103714,0.20034052431583405
104,0.08875254541635513,0.07370439916849136,800.2948608398438,0.0,0.0,0.0,0.0,0.19952696561813354,0.08837591856718063,0.07518133521080017,791.1319580078125,0.0,0.0,0.0,0.0,0.19921694695949554,0.14498449862003326,0.1992458701133728,0.14654678106307983,0.2001999020576477
105,0.08870939910411835,0.07342936843633652,796.6785888671875,0.0,0.0,0.0,0.0,0.19907452166080475,0.0883752703666687,0.07354512810707092,787.9697875976562,0.0,0.0,0.0,0.0,0.19881464540958405,0.14471276104450226,0.19933773577213287,0.14587879180908203,0.19959837198257446
106,0.08868122100830078,0.07325654476881027,795.1682739257812,0.0,0.0,0.0,0.0,0.1988827884197235,0.08879509568214417,0.07435271888971329,792.234130859375,0.0,0.0,0.0,0.0,0.19935806095600128,0.14735789597034454,0.19858956336975098,0.14578647911548615,0.19919724762439728
107,0.08858878910541534,0.07327069342136383,795.453857421875,0.0,0.0,0.0,0.0,0.19893606007099152,0.08953537791967392,0.07370725274085999,789.2734375,0.0,0.0,0.0,0.0,0.19897930324077606,0.14470410346984863,0.19934163987636566,0.1458277404308319,0.19944748282432556
108,0.08867888897657394,0.07317425310611725,794.8045654296875,0.0,0.0,0.0,0.0,0.1988409459590912,0.08806481957435608,0.07377680391073227,792.4425048828125,0.0,0.0,0.0,0.0,0.19938047230243683,0.14668826758861542,0.2005435973405838,0.14569826424121857,0.19917261600494385
109,0.08836326003074646,0.0727258026599884,792.5271606445312,0.0,0.0,0.0,0.0,0.19855156540870667,0.08820485323667526,0.07326600700616837,784.9188842773438,0.0,0.0,0.0,0.0,0.19842469692230225,0.144517719745636,0.19834589958190918,0.14530712366104126,0.1989201009273529
110,0.08838898688554764,0.07282804697751999,792.8624267578125,0.0,0.0,0.0,0.0,0.19859783351421356,0.08836812525987625,0.07302086055278778,788.1312866210938,0.0,0.0,0.0,0.0,0.1988363415002823,0.14572815597057343,0.19859068095684052,0.14520132541656494,0.19909773766994476
111,0.08844322711229324,0.0730598196387291,792.1416015625,0.0,0.0,0.0,0.0,0.19850175082683563,0.08788934350013733,0.07352381199598312,786.6886596679688,0.0,0.0,0.0,0.0,0.19864940643310547,0.14517603814601898,0.1988193243741989,0.145393505692482,0.19852314889431
112,0.08843278884887695,0.07313229143619537,794.7101440429688,0.0,0.0,0.0,0.0,0.19880814850330353,0.08799901604652405,0.07495150715112686,808.311767578125,0.0,0.0,0.0,0.0,0.20139151811599731,0.14626747369766235,0.20134373009204865,0.14610910415649414,0.19888141751289368
113,0.09166968613862991,0.07674495130777359,831.2709350585938,0.0,0.0,0.0,0.0,0.20320485532283783,0.09017293900251389,0.08064450323581696,817.2633056640625,0.0,0.0,0.0,0.0,0.20250117778778076,0.148093581199646,0.20367836952209473,0.14851467311382294,0.20612455904483795
114,0.08857809007167816,0.07342733442783356,795.7271118164062,0.0,0.0,0.0,0.0,0.1989503651857376,0.08833620697259903,0.0746970921754837,793.9004516601562,0.0,0.0,0.0,0.0,0.1995653510093689,0.14649565517902374,0.20006829500198364,0.1453089863061905,0.19951075315475464
115,0.08879127353429794,0.07417568564414978,801.6050415039062,0.0,0.0,0.0,0.0,0.1996045559644699,0.088964082300663,0.07365340739488602,797.4222412109375,0.0,0.0,0.0,0.0,0.20000804960727692,0.14589238166809082,0.20158392190933228,0.1454378217458725,0.20087993144989014
116,0.08855237066745758,0.07370112836360931,798.5393676757812,0.0,0.0,0.0,0.0,0.1992458999156952,0.08755197376012802,0.0732576921582222,785.7337036132812,0.0,0.0,0.0,0.0,0.1985294073820114,0.14457066357135773,0.19935433566570282,0.1452002078294754,0.20044243335723877
117,0.08808723092079163,0.07324419915676117,790.947021484375,0.0,0.0,0.0,0.0,0.1983519047498703,0.0879274308681488,0.07344304025173187,791.7734375,0.0,0.0,0.0,0.0,0.19929595291614532,0.14821910858154297,0.1985325813293457,0.14494290947914124,0.19846458733081818
118,0.08816619217395782,0.07365535199642181,796.5750122070312,0.0,0.0,0.0,0.0,0.19900377094745636,0.087571881711483,0.07348081469535828,788.0527954101562,0.0,0.0,0.0,0.0,0.1988247036933899,0.14613287150859833,0.19883495569229126,0.145026296377182,0.20024694502353668
119,0.08832919597625732,0.07411213964223862,802.0241088867188,0.0,0.0,0.0,0.0,0.19968613982200623,0.0876324251294136,0.07639053463935852,788.7921142578125,0.0,0.0,0.0,0.0,0.19891531765460968,0.14455020427703857,0.19902443885803223,0.145494744181633,0.20146049559116364
120,0.08781684935092926,0.07330535352230072,797.6056518554688,0.0,0.0,0.0,0.0,0.19915388524532318,0.08723219484090805,0.07319053262472153,790.4675903320312,0.0,0.0,0.0,0.0,0.19912000000476837,0.14513419568538666,0.2002377063035965,0.14535295963287354,0.200458824634552
121,0.08785372227430344,0.07329218834638596,799.4447021484375,0.0,0.0,0.0,0.0,0.19937863945960999,0.08744711428880692,0.07448869943618774,788.3599853515625,0.0,0.0,0.0,0.0,0.19885356724262238,0.14389760792255402,0.1995287537574768,0.14522987604141235,0.20101673901081085
122,0.08771661669015884,0.073407843708992,799.182373046875,0.0,0.0,0.0,0.0,0.19935153424739838,0.08755966275930405,0.07453101128339767,788.3292236328125,0.0,0.0,0.0,0.0,0.1988527625799179,0.14376266300678253,0.19998063147068024,0.14525336027145386,0.2010563462972641
123,0.08780207484960556,0.07325439900159836,797.7630004882812,0.0,0.0,0.0,0.0,0.19918420910835266,0.0873405933380127,0.07304104417562485,790.6701049804688,0.0,0.0,0.0,0.0,0.19914394617080688,0.14457513391971588,0.2001136690378189,0.1448490470647812,0.20067720115184784
124,0.0877547487616539,0.07346059381961823,802.0762939453125,0.0,0.0,0.0,0.0,0.1997169852256775,0.0871424600481987,0.0738007128238678,788.3016357421875,0.0,0.0,0.0,0.0,0.19884401559829712,0.1442558318376541,0.20016004145145416,0.14577576518058777,0.201361283659935
125,0.08772086352109909,0.07391783595085144,801.873779296875,0.0,0.0,0.0,0.0,0.19969040155410767,0.08683805912733078,0.07966979593038559,793.6793212890625,0.0,0.0,0.0,0.0,0.19952572882175446,0.14418281614780426,0.19994603097438812,0.14528971910476685,0.20155739784240723
126,0.08785220980644226,0.07391884177923203,799.540283203125,0.0,0.0,0.0,0.0,0.19940748810768127,0.08756568282842636,0.07315805554389954,798.1301879882812,0.0,0.0,0.0,0.0,0.20008473098278046,0.1436503678560257,0.20423023402690887,0.14452776312828064,0.20116718113422394
127,0.08764194697141647,0.07329924404621124,799.96826171875,0.0,0.0,0.0,0.0,0.19946855306625366,0.08680751174688339,0.07386533915996552,792.990966796875,0.0,0.0,0.0,0.0,0.19943512976169586,0.14486925303936005,0.20078666508197784,0.1442466527223587,0.20169253647327423
128,0.08794426918029785,0.07306981831789017,802.7955322265625,0.0,0.0,0.0,0.0,0.19981954991817474,0.08730464428663254,0.07481026649475098,795.8314819335938,0.0,0.0,0.0,0.0,0.19979262351989746,0.14594638347625732,0.2007293552160263,0.1448037028312683,0.2023787647485733
129,0.08782967180013657,0.07279833406209946,800.511474609375,0.0,0.0,0.0,0.0,0.19953210651874542,0.08728280663490295,0.07369609922170639,790.1614379882812,0.0,0.0,0.0,0.0,0.19907629489898682,0.14359739422798157,0.20087146759033203,0.14444032311439514,0.20199909806251526
130,0.08742200583219528,0.07377560436725616,802.0519409179688,0.0,0.0,0.0,0.0,0.19973058998584747,0.08701008558273315,0.0736423060297966,792.8677978515625,0.0,0.0,0.0,0.0,0.19941800832748413,0.1443231999874115,0.20146535336971283,0.1448706090450287,0.20222260057926178
131,0.08746736496686935,0.07383343577384949,803.22119140625,0.0,0.0,0.0,0.0,0.19986623525619507,0.08779415488243103,0.07282399386167526,789.7916870117188,0.0,0.0,0.0,0.0,0.1990283578634262,0.14370682835578918,0.20089276134967804,0.1450079083442688,0.20243611931800842
132,0.0874379500746727,0.07360441237688065,802.1762084960938,0.0,0.0,0.0,0.0,0.1997498869895935,0.08725247532129288,0.07329355925321579,794.7233276367188,0.0,0.0,0.0,0.0,0.19964958727359772,0.14494597911834717,0.20210884511470795,0.14472337067127228,0.20251253247261047
133,0.08763744682073593,0.0739830732345581,801.7979125976562,0.0,0.0,0.0,0.0,0.19970375299453735,0.08690040558576584,0.07396351546049118,792.4752807617188,0.0,0.0,0.0,0.0,0.19936932623386383,0.14479131996631622,0.2014760822057724,0.1442328691482544,0.20253433287143707
134,0.08725164830684662,0.0740433856844902,802.0287475585938,0.0,0.0,0.0,0.0,0.19973213970661163,0.08677103370428085,0.07595213502645493,805.7893676757812,0.0,0.0,0.0,0.0,0.20104366540908813,0.15024890005588531,0.20147131383419037,0.1448109894990921,0.2023634910583496
135,0.0873388797044754,0.07397996634244919,803.0283203125,0.0,0.0,0.0,0.0,0.19986781477928162,0.08666902780532837,0.07317361980676651,788.947021484375,0.0,0.0,0.0,0.0,0.19891522824764252,0.1434013992547989,0.20117993652820587,0.14526236057281494,0.20245324075222015
136,0.0873967707157135,0.07337359338998795,800.830810546875,0.0,0.0,0.0,0.0,0.19958940148353577,0.08721215277910233,0.07511293143033981,794.3844604492188,0.0,0.0,0.0,0.0,0.19960284233093262,0.14493639767169952,0.2011730819940567,0.14479544758796692,0.20212306082248688
137,0.08783881366252899,0.07309263944625854,797.6347045898438,0.0,0.0,0.0,0.0,0.1991913616657257,0.08680176734924316,0.07613114267587662,793.7160034179688,0.0,0.0,0.0,0.0,0.1995219737291336,0.1438385546207428,0.20131884515285492,0.1441963165998459,0.2014356106519699
138,0.08726655691862106,0.0731007531285286,795.0703125,0.0,0.0,0.0,0.0,0.19886845350265503,0.08657271414995193,0.07321035116910934,786.6480712890625,0.0,0.0,0.0,0.0,0.19862331449985504,0.14309366047382355,0.2007264494895935,0.1436106264591217,0.20102058351039886
139,0.08738099783658981,0.07256818562746048,793.1100463867188,0.0,0.0,0.0,0.0,0.19861961901187897,0.08768128603696823,0.07356823235750198,789.4580078125,0.0,0.0,0.0,0.0,0.1989813596010208,0.14302439987659454,0.20139525830745697,0.1434573233127594,0.2005728930234909
140,0.08744056522846222,0.0730479285120964,794.8973999023438,0.0,0.0,0.0,0.0,0.198847696185112,0.0868707001209259,0.07368705421686172,786.3501586914062,0.0,0.0,0.0,0.0,0.19858457148075104,0.14283891022205353,0.20025449991226196,0.14337658882141113,0.20116296410560608
141,0.0872412696480751,0.07291305810213089,794.3063354492188,0.0,0.0,0.0,0.0,0.19876863062381744,0.0872252807021141,0.0731029286980629,786.05126953125,0.0,0.0,0.0,0.0,0.19854281842708588,0.14254698157310486,0.200062558054924,0.14353017508983612,0.20098277926445007
142,0.08739592134952545,0.07292524725198746,792.9715576171875,0.0,0.0,0.0,0.0,0.19860315322875977,0.08788532018661499,0.07270096987485886,789.6648559570312,0.0,0.0,0.0,0.0,0.19900329411029816,0.14337289333343506,0.20118163526058197,0.1432749181985855,0.2005425989627838
143,0.08728592097759247,0.07288236171007156,795.7432861328125,0.0,0.0,0.0,0.0,0.19894224405288696,0.0875588059425354,0.0757329910993576,795.6292724609375,0.0,0.0,0.0,0.0,0.19976000487804413,0.14343078434467316,0.20146965980529785,0.1438356637954712,0.20103596150875092
144,0.08694137632846832,0.07326731085777283,797.1314697265625,0.0,0.0,0.0,0.0,0.1990850865840912,0.0865490511059761,0.07346929609775543,782.9644775390625,0.0,0.0,0.0,0.0,0.19815361499786377,0.14235784113407135,0.19984297454357147,0.14418473839759827,0.20107707381248474
145,0.0871908888220787,0.07369126379489899,795.1062622070312,0.0,0.0,0.0,0.0,0.1988600343465805,0.08786091953516006,0.07583562284708023,790.8241577148438,0.0,0.0,0.0,0.0,0.199154794216156,0.14321929216384888,0.20101718604564667,0.1433369368314743,0.20090998709201813
146,0.0870320200920105,0.07345403730869293,793.7755126953125,0.0,0.0,0.0,0.0,0.19869215786457062,0.08700335770845413,0.07639157027006149,789.2493286132812,0.0,0.0,0.0,0.0,0.19895710051059723,0.1427309811115265,0.20031671226024628,0.14359600841999054,0.20041978359222412
147,0.08685749024152756,0.07357737421989441,796.5872802734375,0.0,0.0,0.0,0.0,0.19903631508350372,0.08617859333753586,0.07303468883037567,783.5096435546875,0.0,0.0,0.0,0.0,0.19822508096694946,0.14255625009536743,0.1998908519744873,0.14393912255764008,0.2010709047317505
148,0.08674462884664536,0.073443703353405,794.29248046875,0.0,0.0,0.0,0.0,0.19875256717205048,0.08640200644731522,0.0727008804678917,784.5050659179688,0.0,0.0,0.0,0.0,0.19834895431995392,0.1428808867931366,0.19978772103786469,0.14367373287677765,0.2006170004606247
149,0.08697596937417984,0.07307037711143494,792.438720703125,0.0,0.0,0.0,0.0,0.1985245943069458,0.08613595366477966,0.07335563749074936,790.5805053710938,0.0,0.0,0.0,0.0,0.1991322785615921,0.14337372779846191,0.20197685062885284,0.14341583847999573,0.20017142593860626
150,0.08679772913455963,0.0733540803194046,792.2680053710938,0.0,0.0,0.0,0.0,0.19850140810012817,0.08615776896476746,0.07349418103694916,785.2830200195312,0.0,0.0,0.0,0.0,0.1984514594078064,0.14266280829906464,0.2002086192369461,0.14315786957740784,0.2002660483121872
151,0.08742614090442657,0.0733272135257721,793.091796875,0.0,0.0,0.0,0.0,0.19859802722930908,0.08624112606048584,0.07383651286363602,783.2283325195312,0.0,0.0,0.0,0.0,0.19818828999996185,0.142594113945961,0.19958852231502533,0.14312663674354553,0.20036830008029938
152,0.08759111911058426,0.07269471138715744,792.703125,0.0,0.0,0.0,0.0,0.19856004416942596,0.08646702766418457,0.07294299453496933,782.2490844726562,0.0,0.0,0.0,0.0,0.1980649083852768,0.1426563262939453,0.19942069053649902,0.14362117648124695,0.2001206874847412
153,0.08711005747318268,0.07309262454509735,792.8790893554688,0.0,0.0,0.0,0.0,0.19857555627822876,0.08624669909477234,0.0728490874171257,781.7630004882812,0.0,0.0,0.0,0.0,0.1980065256357193,0.14263348281383514,0.19933901727199554,0.14341425895690918,0.2002958357334137
154,0.08744208514690399,0.07357651740312576,793.7352294921875,0.0,0.0,0.0,0.0,0.1986819952726364,0.08710025995969772,0.07371443510055542,782.2516479492188,0.0,0.0,0.0,0.0,0.1980699896812439,0.1422935277223587,0.1996796876192093,0.14359667897224426,0.2001982480287552
155,0.08695044368505478,0.07322172075510025,791.3812255859375,0.0,0.0,0.0,0.0,0.19839070737361908,0.08604756742715836,0.07296314835548401,780.3392333984375,0.0,0.0,0.0,0.0,0.19782835245132446,0.14241716265678406,0.19941793382167816,0.1433050036430359,0.19986706972122192
156,0.0868261381983757,0.07312121987342834,791.8788452148438,0.0,0.0,0.0,0.0,0.19844289124011993,0.08710511773824692,0.07313854247331619,780.864990234375,0.0,0.0,0.0,0.0,0.197889044880867,0.14185334742069244,0.19911004602909088,0.14360353350639343,0.1999192237854004
157,0.08681967109441757,0.07332657277584076,794.215576171875,0.0,0.0,0.0,0.0,0.1986929476261139,0.08580600470304489,0.07284178584814072,780.6255493164062,0.0,0.0,0.0,0.0,0.19786415994167328,0.1426759660243988,0.1994543820619583,0.1440494954586029,0.20026779174804688
158,0.08841493725776672,0.0734366625547409,803.9696044921875,0.0,0.0,0.0,0.0,0.19983942806720734,0.11534140259027481,0.08411707729101181,966.0529174804688,0.0,0.0,0.0,0.0,0.22021888196468353,0.16949647665023804,0.2240232676267624,0.14518053829669952,0.20187437534332275
159,0.0896313264966011,0.07387766987085342,807.2101440429688,0.0,0.0,0.0,0.0,0.2003428339958191,0.08846160024404526,0.0729973316192627,795.5843505859375,0.0,0.0,0.0,0.0,0.19977714121341705,0.14532852172851562,0.2009803205728531,0.14575006067752838,0.20237183570861816
160,0.0876772403717041,0.07287713885307312,796.5023803710938,0.0,0.0,0.0,0.0,0.19903148710727692,0.08696421980857849,0.07345578819513321,787.0337524414062,0.0,0.0,0.0,0.0,0.19868330657482147,0.14237043261528015,0.20106291770935059,0.14408528804779053,0.20092317461967468
161,0.08708205074071884,0.07243864238262177,791.8289184570312,0.0,0.0,0.0,0.0,0.19843773543834686,0.08647879958152771,0.07231856882572174,782.7434692382812,0.0,0.0,0.0,0.0,0.1981418877840042,0.14304932951927185,0.2000499814748764,0.14356692135334015,0.20008689165115356
162,0.08672145009040833,0.07255098223686218,790.5825805664062,0.0,0.0,0.0,0.0,0.19828452169895172,0.08719579130411148,0.07267183810472488,779.0169677734375,0.0,0.0,0.0,0.0,0.19766616821289062,0.14198891818523407,0.19866572320461273,0.1435474455356598,0.19993318617343903
163,0.08926709741353989,0.0739915519952774,826.01123046875,0.0,0.0,0.0,0.0,0.20243363082408905,0.08941089361906052,0.07758323103189468,818.8404541015625,0.0,0.0,0.0,0.0,0.20269040763378143,0.1496872454881668,0.20655371248722076,0.14567959308624268,0.20814795792102814
164,0.08820092678070068,0.07319725304841995,804.7510986328125,0.0,0.0,0.0,0.0,0.20004720985889435,0.08671176433563232,0.0729178860783577,786.1447143554688,0.0,0.0,0.0,0.0,0.19856947660446167,0.14306266605854034,0.2003275752067566,0.1443261355161667,0.20322363078594208
165,0.08761530369520187,0.07389695197343826,806.498046875,0.0,0.0,0.0,0.0,0.2002684324979782,0.08765124529600143,0.07321207970380783,798.0551147460938,0.0,0.0,0.0,0.0,0.2000761181116104,0.14516256749629974,0.20283085107803345,0.14443287253379822,0.2034534066915512
166,0.0871301144361496,0.07320971041917801,797.7568969726562,0.0,0.0,0.0,0.0,0.19920147955417633,0.08751529455184937,0.07308481633663177,788.8174438476562,0.0,0.0,0.0,0.0,0.1989007592201233,0.14323939383029938,0.20050005614757538,0.14395564794540405,0.20163878798484802
167,0.08688764274120331,0.073350690305233,794.8364868164062,0.0,0.0,0.0,0.0,0.19882678985595703,0.08650890737771988,0.07292278856039047,790.46533203125,0.0,0.0,0.0,0.0,0.19910645484924316,0.14225338399410248,0.20193178951740265,0.14323243498802185,0.2012249380350113
168,0.08692363649606705,0.0740964487195015,798.7789916992188,0.0,0.0,0.0,0.0,0.1993073672056198,0.08814167231321335,0.07270541787147522,785.6233520507812,0.0,0.0,0.0,0.0,0.19849376380443573,0.1422496885061264,0.2003917247056961,0.14409823715686798,0.20168815553188324
169,0.08701729774475098,0.07462042570114136,796.7031860351562,0.0,0.0,0.0,0.0,0.1990584135055542,0.0862736701965332,0.0729679986834526,784.8970947265625,0.0,0.0,0.0,0.0,0.19840045273303986,0.14307494461536407,0.20058010518550873,0.14313997328281403,0.20140770077705383
170,0.08708208054304123,0.07345060259103775,796.89208984375,0.0,0.0,0.0,0.0,0.19907256960868835,0.08947068452835083,0.07457900792360306,787.9227905273438,0.0,0.0,0.0,0.0,0.1987883448600769,0.14219461381435394,0.2002813071012497,0.1437765508890152,0.20141027867794037
171,0.08718017488718033,0.07265567034482956,792.0513305664062,0.0,0.0,0.0,0.0,0.1984741985797882,0.08982496708631516,0.07288403064012527,787.6185302734375,0.0,0.0,0.0,0.0,0.19874460995197296,0.14355704188346863,0.2003648281097412,0.14260835945606232,0.20077823102474213
172,0.08767888695001602,0.07265990227460861,796.658935546875,0.0,0.0,0.0,0.0,0.19902628660202026,0.08694250136613846,0.07308445125818253,784.3975219726562,0.0,0.0,0.0,0.0,0.19833897054195404,0.14157681167125702,0.20156408846378326,0.14321956038475037,0.2015817016363144
173,0.08807514607906342,0.07378439605236053,795.0661010742188,0.0,0.0,0.0,0.0,0.19884540140628815,0.08638057857751846,0.07725577056407928,787.68701171875,0.0,0.0,0.0,0.0,0.1987525224685669,0.14159062504768372,0.20077349245548248,0.14250464737415314,0.20120975375175476
174,0.08868873119354248,0.07384338229894638,798.006103515625,0.0,0.0,0.0,0.0,0.19919899106025696,0.08623643964529037,0.07299389690160751,790.814208984375,0.0,0.0,0.0,0.0,0.19915539026260376,0.14588893949985504,0.20067144930362701,0.14315298199653625,0.2013992965221405
175,0.08716844022274017,0.07373948395252228,794.4393310546875,0.0,0.0,0.0,0.0,0.19876201450824738,0.08667206764221191,0.07319953292608261,787.3953247070312,0.0,0.0,0.0,0.0,0.19871638715267181,0.14242111146450043,0.201467826962471,0.14272820949554443,0.20114906132221222
176,0.08668886125087738,0.07413826882839203,789.5446166992188,0.0,0.0,0.0,0.0,0.19816099107265472,0.0861424133181572,0.07396910339593887,779.9449462890625,0.0,0.0,0.0,0.0,0.1977698653936386,0.14179493486881256,0.19959044456481934,0.1420016884803772,0.200164332985878
177,0.08718298375606537,0.07423216104507446,795.92626953125,0.0,0.0,0.0,0.0,0.1989341676235199,0.08612531423568726,0.07240693271160126,783.6302490234375,0.0,0.0,0.0,0.0,0.19824238121509552,0.14288730919361115,0.20003612339496613,0.1427627056837082,0.201383575797081
178,0.08676714450120926,0.07412821799516678,794.3267211914062,0.0,0.0,0.0,0.0,0.19874806702136993,0.08856949955224991,0.07733098417520523,813.9026489257812,0.0,0.0,0.0,0.0,0.20206475257873535,0.14317195117473602,0.20860515534877777,0.14288799464702606,0.20099221169948578
179,0.08704589307308197,0.0736585482954979,794.508544921875,0.0,0.0,0.0,0.0,0.19875633716583252,0.08584069460630417,0.07272721081972122,787.2782592773438,0.0,0.0,0.0,0.0,0.1987067610025406,0.14534825086593628,0.20002664625644684,0.14287573099136353,0.20109528303146362
180,0.0868498906493187,0.07296956330537796,790.9403076171875,0.0,0.0,0.0,0.0,0.198330357670784,0.08616629987955093,0.07259147614240646,779.4078369140625,0.0,0.0,0.0,0.0,0.197707399725914,0.14139549434185028,0.19954006373882294,0.1423308104276657,0.2005755454301834
181,0.08685781061649323,0.07284046709537506,793.2190551757812,0.0,0.0,0.0,0.0,0.1985953152179718,0.08593618869781494,0.07267699390649796,779.3388671875,0.0,0.0,0.0,0.0,0.1976991891860962,0.14146430790424347,0.19965344667434692,0.14270639419555664,0.2010362297296524
182,0.08674012869596481,0.072764553129673,792.5235595703125,0.0,0.0,0.0,0.0,0.19855771958827972,0.08590033650398254,0.07263725250959396,780.6134033203125,0.0,0.0,0.0,0.0,0.19785906374454498,0.1417253464460373,0.19978652894496918,0.14265860617160797,0.20101186633110046
183,0.08678783476352692,0.07306096702814102,792.2644653320312,0.0,0.0,0.0,0.0,0.19849009811878204,0.08658459782600403,0.07236916571855545,788.7799072265625,0.0,0.0,0.0,0.0,0.19889481365680695,0.14217354357242584,0.2023037075996399,0.14256960153579712,0.20072238147258759
184,0.08661748468875885,0.07386668771505356,793.825439453125,0.0,0.0,0.0,0.0,0.19867555797100067,0.08597473055124283,0.0759604200720787,782.9764404296875,0.0,0.0,0.0,0.0,0.1981632113456726,0.14126546680927277,0.20051896572113037,0.1432056874036789,0.20070971548557281
185,0.08694098889827728,0.07355795055627823,794.2313842773438,0.0,0.0,0.0,0.0,0.19872818887233734,0.08588222414255142,0.0727740004658699,783.2348022460938,0.0,0.0,0.0,0.0,0.19819581508636475,0.14166022837162018,0.20075874030590057,0.14293235540390015,0.201030895113945
186,0.08727854490280151,0.07266194373369217,797.1390380859375,0.0,0.0,0.0,0.0,0.19906671345233917,0.08640515059232712,0.0723114088177681,783.7531127929688,0.0,0.0,0.0,0.0,0.19825725257396698,0.14221161603927612,0.20051883161067963,0.14353182911872864,0.20163576304912567
187,0.08699803054332733,0.07258448749780655,794.2689819335938,0.0,0.0,0.0,0.0,0.19873932003974915,0.08597571402788162,0.07198072969913483,780.1589965820312,0.0,0.0,0.0,0.0,0.1978049874305725,0.14132295548915863,0.20011913776397705,0.14326909184455872,0.2011060118675232
188,0.08679122477769852,0.0723792314529419,793.4105224609375,0.0,0.0,0.0,0.0,0.1986280232667923,0.08575024455785751,0.07236558943986893,781.8158569335938,0.0,0.0,0.0,0.0,0.19801630079746246,0.14279566705226898,0.1996878832578659,0.14310701191425323,0.20096972584724426
189,0.0863354280591011,0.07225093990564346,788.7152709960938,0.0,0.0,0.0,0.0,0.1980537474155426,0.08604767918586731,0.07232055068016052,778.7919921875,0.0,0.0,0.0,0.0,0.1976267695426941,0.1415114402770996,0.19965434074401855,0.14206825196743011,0.20033317804336548
190,0.08671534806489944,0.07249129563570023,788.8025512695312,0.0,0.0,0.0,0.0,0.19806617498397827,0.08807024359703064,0.07308793067932129,803.4478759765625,0.0,0.0,0.0,0.0,0.20074953138828278,0.1417858749628067,0.20680658519268036,0.14195390045642853,0.20035238564014435
191,0.08669977635145187,0.07281649112701416,792.1165161132812,0.0,0.0,0.0,0.0,0.1984594613313675,0.08559593558311462,0.0725124254822731,779.5767822265625,0.0,0.0,0.0,0.0,0.19772695004940033,0.14175307750701904,0.19987721741199493,0.14252951741218567,0.20071646571159363
192,0.08630263805389404,0.07278522849082947,790.875732421875,0.0,0.0,0.0,0.0,0.19831262528896332,0.08572608977556229,0.0724126473069191,777.7455444335938,0.0,0.0,0.0,0.0,0.19749312102794647,0.1409619301557541,0.19913744926452637,0.1425212174654007,0.20043621957302094
