epoch,cotAlpha_mae_metric,cotBeta_mae_metric,loss,mean_uncertainty_cotAlpha_monitor,mean_uncertainty_cotBeta_monitor,mean_uncertainty_x_monitor,mean_uncertainty_y_monitor,rmse_metric,val_cotAlpha_mae_metric,val_cotBeta_mae_metric,val_loss,val_mean_uncertainty_cotAlpha_monitor,val_mean_uncertainty_cotBeta_monitor,val_mean_uncertainty_x_monitor,val_mean_uncertainty_y_monitor,val_rmse_metric,val_x_mae_metric,val_y_mae_metric,x_mae_metric,y_mae_metric
27,0.0988234207034111,0.08442730456590652,890.4539794921875,0.0,0.0,0.0,0.0,0.21058855950832367,0.09792112559080124,0.0847608670592308,880.8518676757812,0.0,0.0,0.0,0.0,0.21033327281475067,0.15568552911281586,0.21282310783863068,0.15613605082035065,0.21343092620372772
28,0.0988403707742691,0.08366880565881729,888.5880737304688,0.0,0.0,0.0,0.0,0.21036377549171448,0.09773685783147812,0.08385980129241943,875.4017333984375,0.0,0.0,0.0,0.0,0.20967835187911987,0.15532279014587402,0.21220092475414276,0.15614262223243713,0.21313688158988953
29,0.09833254665136337,0.08271846175193787,882.1076049804688,0.0,0.0,0.0,0.0,0.209597647190094,0.09744992852210999,0.08274883776903152,869.56298828125,0.0,0.0,0.0,0.0,0.20897845923900604,0.15440796315670013,0.21159513294696808,0.15503506362438202,0.2125706821680069
30,0.0980561152100563,0.08206526935100555,878.4692993164062,0.0,0.0,0.0,0.0,0.2091572880744934,0.09802956134080887,0.08216296881437302,866.503173828125,0.0,0.0,0.0,0.0,0.20861349999904633,0.1541546732187271,0.21099676191806793,0.1551162600517273,0.2119254469871521
31,0.09798845648765564,0.08132195472717285,873.0780029296875,0.0,0.0,0.0,0.0,0.20851737260818481,0.09773721545934677,0.08138101547956467,861.3226928710938,0.0,0.0,0.0,0.0,0.20798508822917938,0.15390846133232117,0.20993900299072266,0.15428607165813446,0.2110109031200409
32,0.09750726819038391,0.08093500882387161,868.1808471679688,0.0,0.0,0.0,0.0,0.2079215943813324,0.0969538763165474,0.08142668753862381,854.9984130859375,0.0,0.0,0.0,0.0,0.2072049230337143,0.1530008465051651,0.20884586870670319,0.1535469889640808,0.21040771901607513
33,0.09671264886856079,0.08086510747671127,860.7818603515625,0.0,0.0,0.0,0.0,0.2070324569940567,0.09685149788856506,0.08228008449077606,858.1385498046875,0.0,0.0,0.0,0.0,0.20759274065494537,0.1540115475654602,0.20966242253780365,0.1527138650417328,0.20900756120681763
34,0.09606572985649109,0.08035412430763245,857.8406372070312,0.0,0.0,0.0,0.0,0.20667491853237152,0.09515275806188583,0.08237449079751968,853.5144653320312,0.0,0.0,0.0,0.0,0.20702624320983887,0.15224964916706085,0.20929552614688873,0.15229392051696777,0.20869311690330505
35,0.09523280709981918,0.08029017597436905,853.7483520507812,0.0,0.0,0.0,0.0,0.2061787098646164,0.09469141811132431,0.0807003304362297,845.108154296875,0.0,0.0,0.0,0.0,0.20599888265132904,0.15129010379314423,0.20812459290027618,0.15135018527507782,0.20823197066783905
36,0.09472831338644028,0.08015266805887222,851.2021484375,0.0,0.0,0.0,0.0,0.20585793256759644,0.0942281186580658,0.08051500469446182,856.3657836914062,0.0,0.0,0.0,0.0,0.20738811790943146,0.15358103811740875,0.2125430852174759,0.1513173133134842,0.20807041227817535
37,0.09431889653205872,0.08022815734148026,852.0706176757812,0.0,0.0,0.0,0.0,0.20596134662628174,0.09390882402658463,0.08061642199754715,841.01806640625,0.0,0.0,0.0,0.0,0.20550386607646942,0.1506810039281845,0.20759183168411255,0.1511067897081375,0.20829659700393677
38,0.09371484071016312,0.07977036386728287,845.3701171875,0.0,0.0,0.0,0.0,0.20515532791614532,0.09450037032365799,0.0805613100528717,842.3361206054688,0.0,0.0,0.0,0.0,0.20566324889659882,0.1510983258485794,0.20675982534885406,0.1502532809972763,0.2072025090456009
39,0.09387282282114029,0.07962532341480255,847.5488891601562,0.0,0.0,0.0,0.0,0.20540370047092438,0.09318637102842331,0.07925605773925781,830.0148315429688,0.0,0.0,0.0,0.0,0.20414794981479645,0.1500718593597412,0.20551587641239166,0.1510157436132431,0.2078239768743515
40,0.09296201169490814,0.07906913757324219,837.265380859375,0.0,0.0,0.0,0.0,0.20415864884853363,0.09329021722078323,0.0789741799235344,826.991943359375,0.0,0.0,0.0,0.0,0.2037743330001831,0.14948198199272156,0.20530396699905396,0.15016576647758484,0.20607410371303558
41,0.09302912652492523,0.07865606993436813,834.5158081054688,0.0,0.0,0.0,0.0,0.20381629467010498,0.09181565791368484,0.07888291776180267,825.1409301757812,0.0,0.0,0.0,0.0,0.20353561639785767,0.14943726360797882,0.2053813338279724,0.14982357621192932,0.20552781224250793
42,0.0926293358206749,0.07828007638454437,833.7012329101562,0.0,0.0,0.0,0.0,0.20370322465896606,0.0921749696135521,0.07830815017223358,829.821533203125,0.0,0.0,0.0,0.0,0.20411266386508942,0.15060479938983917,0.20656989514827728,0.1495267152786255,0.20587246119976044
43,0.0942549854516983,0.07820883393287659,834.5466918945312,0.0,0.0,0.0,0.0,0.2038142830133438,0.0919482484459877,0.07842560112476349,829.3470458984375,0.0,0.0,0.0,0.0,0.20406198501586914,0.15205051004886627,0.20533998310565948,0.15007103979587555,0.20504160225391388
44,0.0938708707690239,0.07838264107704163,838.0135498046875,0.0,0.0,0.0,0.0,0.20418576896190643,0.09344622492790222,0.0777800902724266,826.9523315429688,0.0,0.0,0.0,0.0,0.20376284420490265,0.15057656168937683,0.2042549103498459,0.15135423839092255,0.2052069753408432
45,0.09304168075323105,0.07764091342687607,832.458251953125,0.0,0.0,0.0,0.0,0.2035508006811142,0.09230950474739075,0.07803642004728317,823.0955200195312,0.0,0.0,0.0,0.0,0.20328174531459808,0.1500731259584427,0.2038482278585434,0.1510418951511383,0.2042420357465744
46,0.09261436760425568,0.07744678854942322,829.6119384765625,0.0,0.0,0.0,0.0,0.20320406556129456,0.09187046438455582,0.07793275266885757,821.1480102539062,0.0,0.0,0.0,0.0,0.20304030179977417,0.14976611733436584,0.20411421358585358,0.15046383440494537,0.2039252668619156
47,0.09206763654947281,0.0772681012749672,825.6098022460938,0.0,0.0,0.0,0.0,0.2027135193347931,0.09148695319890976,0.07806623727083206,817.2408447265625,0.0,0.0,0.0,0.0,0.20255105197429657,0.1493625044822693,0.20318090915679932,0.14973799884319305,0.20335163176059723
48,0.0920545905828476,0.07715807855129242,826.5983276367188,0.0,0.0,0.0,0.0,0.2028302699327469,0.0913081169128418,0.07790371775627136,831.95654296875,0.0,0.0,0.0,0.0,0.20437853038311005,0.15475650131702423,0.20435988903045654,0.1505802869796753,0.20314478874206543
49,0.09226149320602417,0.07702745497226715,827.3361206054688,0.0,0.0,0.0,0.0,0.20290464162826538,0.09104981273412704,0.07686599344015121,817.2000732421875,0.0,0.0,0.0,0.0,0.20254655182361603,0.14920967817306519,0.20352482795715332,0.14991088211536407,0.20367763936519623
50,0.09189379960298538,0.0769442543387413,825.1875,0.0,0.0,0.0,0.0,0.20264644920825958,0.09099657088518143,0.07684381306171417,817.8237915039062,0.0,0.0,0.0,0.0,0.20262618362903595,0.14899130165576935,0.20364664494991302,0.14911051094532013,0.20362865924835205
51,0.0920160785317421,0.07723099738359451,824.9527587890625,0.0,0.0,0.0,0.0,0.2026333063840866,0.09103453904390335,0.07679475098848343,819.4968872070312,0.0,0.0,0.0,0.0,0.202832892537117,0.14938488602638245,0.20443016290664673,0.14893417060375214,0.20381057262420654
52,0.09149258583784103,0.07668370753526688,820.8086547851562,0.0,0.0,0.0,0.0,0.20213109254837036,0.09150774031877518,0.07725129276514053,816.1770629882812,0.0,0.0,0.0,0.0,0.20241226255893707,0.15090273320674896,0.20166043937206268,0.14882855117321014,0.20281603932380676
53,0.09170058369636536,0.07673511654138565,821.1439819335938,0.0,0.0,0.0,0.0,0.20215646922588348,0.09124967455863953,0.07656506448984146,812.604736328125,0.0,0.0,0.0,0.0,0.20197367668151855,0.1481655389070511,0.20278625190258026,0.1490427553653717,0.20271702110767365
54,0.09125781804323196,0.07619746029376984,818.7351684570312,0.0,0.0,0.0,0.0,0.20186515152454376,0.09080252796411514,0.07663803547620773,811.8787841796875,0.0,0.0,0.0,0.0,0.20187552273273468,0.1481269896030426,0.20231269299983978,0.14831498265266418,0.20297686755657196
55,0.09104608744382858,0.07575850933790207,816.4140014648438,0.0,0.0,0.0,0.0,0.2015778124332428,0.091649629175663,0.07579904049634933,809.8641967773438,0.0,0.0,0.0,0.0,0.20162011682987213,0.14897730946540833,0.20124317705631256,0.14842480421066284,0.20222991704940796
56,0.09086775779724121,0.07583311200141907,815.146728515625,0.0,0.0,0.0,0.0,0.20142309367656708,0.09152089804410934,0.07551752775907516,810.07470703125,0.0,0.0,0.0,0.0,0.20164340734481812,0.14882083237171173,0.2017335742712021,0.14867009222507477,0.20162929594516754
57,0.09056685864925385,0.07540493458509445,812.05126953125,0.0,0.0,0.0,0.0,0.2010338008403778,0.09058824181556702,0.07703997939825058,807.9641723632812,0.0,0.0,0.0,0.0,0.20137923955917358,0.1483917087316513,0.200904980301857,0.14801426231861115,0.20127493143081665
58,0.09048767387866974,0.0758315771818161,813.33740234375,0.0,0.0,0.0,0.0,0.2011939287185669,0.09001518040895462,0.07665231078863144,811.5213012695312,0.0,0.0,0.0,0.0,0.20182287693023682,0.15004490315914154,0.2016899138689041,0.1481233835220337,0.20160254836082458
59,0.09067545086145401,0.07568827271461487,815.3936157226562,0.0,0.0,0.0,0.0,0.20143496990203857,0.09078669548034668,0.07629375904798508,811.9080200195312,0.0,0.0,0.0,0.0,0.2018633633852005,0.14935888350009918,0.20158450305461884,0.148717001080513,0.20172546803951263
60,0.09063997864723206,0.07535985112190247,814.2677612304688,0.0,0.0,0.0,0.0,0.20129358768463135,0.0901942253112793,0.07536353915929794,805.2749633789062,0.0,0.0,0.0,0.0,0.20103423297405243,0.1482047289609909,0.20106591284275055,0.1484445333480835,0.20163637399673462
61,0.09039610624313354,0.07488303631544113,812.84765625,0.0,0.0,0.0,0.0,0.2011074423789978,0.09005633741617203,0.07540383189916611,807.6415405273438,0.0,0.0,0.0,0.0,0.20132876932621002,0.15002931654453278,0.20089681446552277,0.14850164949893951,0.20120981335639954
62,0.09047966450452805,0.07501529902219772,814.732177734375,0.0,0.0,0.0,0.0,0.20134201645851135,0.09006845206022263,0.07504052668809891,807.9932861328125,0.0,0.0,0.0,0.0,0.20137310028076172,0.14984534680843353,0.20100517570972443,0.14915509521961212,0.20130391418933868
63,0.0905604287981987,0.07476696372032166,812.4030151367188,0.0,0.0,0.0,0.0,0.20104755461215973,0.09059556573629379,0.07470270246267319,802.1870727539062,0.0,0.0,0.0,0.0,0.20063942670822144,0.14746449887752533,0.2006373554468155,0.14794637262821198,0.20144185423851013
64,0.09046121686697006,0.07495464384555817,812.5184326171875,0.0,0.0,0.0,0.0,0.2010715901851654,0.09098490327596664,0.07566892355680466,815.5502319335938,0.0,0.0,0.0,0.0,0.20230694115161896,0.14937973022460938,0.2036421149969101,0.14802348613739014,0.20149573683738708
65,0.0903957411646843,0.0748194009065628,811.8727416992188,0.0,0.0,0.0,0.0,0.20099838078022003,0.09093476086854935,0.07545556128025055,806.29931640625,0.0,0.0,0.0,0.0,0.20115011930465698,0.14895881712436676,0.2003077268600464,0.1482512354850769,0.2013171911239624
66,0.09061472862958908,0.07460513710975647,814.8815307617188,0.0,0.0,0.0,0.0,0.20135606825351715,0.09029293060302734,0.07433738559484482,801.8317260742188,0.0,0.0,0.0,0.0,0.2005881667137146,0.14753666520118713,0.20028632879257202,0.14888142049312592,0.2019820213317871
67,0.09044460952281952,0.07421302050352097,809.9961547851562,0.0,0.0,0.0,0.0,0.2007543444633484,0.09106043726205826,0.07546627521514893,815.430908203125,0.0,0.0,0.0,0.0,0.20229440927505493,0.14959628880023956,0.20363695919513702,0.14778822660446167,0.20126968622207642
68,0.09076667577028275,0.07413516193628311,812.7214965820312,0.0,0.0,0.0,0.0,0.2010968029499054,0.09017685055732727,0.07478891313076019,811.7483520507812,0.0,0.0,0.0,0.0,0.20182931423187256,0.14741967618465424,0.20505543053150177,0.14827924966812134,0.20203706622123718
69,0.0902099758386612,0.07392077893018723,807.1616821289062,0.0,0.0,0.0,0.0,0.20041364431381226,0.09001278877258301,0.07450702041387558,799.75634765625,0.0,0.0,0.0,0.0,0.2003260999917984,0.14702057838439941,0.20081700384616852,0.14791040122509003,0.20067870616912842
70,0.09039345383644104,0.07397065311670303,804.778564453125,0.0,0.0,0.0,0.0,0.20010820031166077,0.09118277579545975,0.07546292990446091,799.0745849609375,0.0,0.0,0.0,0.0,0.20024146139621735,0.14719316363334656,0.19933193922042847,0.1471741497516632,0.20028358697891235
71,0.09035875648260117,0.07375911623239517,801.5324096679688,0.0,0.0,0.0,0.0,0.1997273564338684,0.08995918184518814,0.07350929826498032,794.7848510742188,0.0,0.0,0.0,0.0,0.19969944655895233,0.14683650434017181,0.19940567016601562,0.14683273434638977,0.1996375322341919
72,0.09038732200860977,0.07350362837314606,803.7109985351562,0.0,0.0,0.0,0.0,0.1999714970588684,0.09348446875810623,0.07333708554506302,800.7957763671875,0.0,0.0,0.0,0.0,0.2004604935646057,0.1475115865468979,0.1995929330587387,0.1473383903503418,0.20005890727043152
73,0.09071553498506546,0.07370773702859879,803.3770141601562,0.0,0.0,0.0,0.0,0.199940487742424,0.09043621271848679,0.07348152995109558,795.4562377929688,0.0,0.0,0.0,0.0,0.19978542625904083,0.1464494913816452,0.19962774217128754,0.14758895337581635,0.19967181980609894
74,0.09077384322881699,0.07360520213842392,814.6648559570312,0.0,0.0,0.0,0.0,0.20120693743228912,0.09127622097730637,0.07376237213611603,801.3939208984375,0.0,0.0,0.0,0.0,0.20053529739379883,0.14896243810653687,0.1999385803937912,0.14739938080310822,0.2031944990158081
75,0.09016194194555283,0.07337700575590134,799.9954833984375,0.0,0.0,0.0,0.0,0.19951969385147095,0.09005410224199295,0.07343606650829315,793.9356079101562,0.0,0.0,0.0,0.0,0.199590265750885,0.14642713963985443,0.1996275931596756,0.14651484787464142,0.19950351119041443
76,0.09061803668737411,0.07351403683423996,809.9737548828125,0.0,0.0,0.0,0.0,0.2006993591785431,0.08985491842031479,0.07383834570646286,797.7752075195312,0.0,0.0,0.0,0.0,0.20007233321666718,0.14660228788852692,0.20057307183742523,0.14686042070388794,0.20225432515144348
77,0.09043686836957932,0.07351848483085632,806.93505859375,0.0,0.0,0.0,0.0,0.20036949217319489,0.09008375555276871,0.07370349764823914,802.3656005859375,0.0,0.0,0.0,0.0,0.20065581798553467,0.14629235863685608,0.20288722217082977,0.1469515860080719,0.20136095583438873
78,0.09038666635751724,0.0737101212143898,808.9031372070312,0.0,0.0,0.0,0.0,0.2006191909313202,0.0899064838886261,0.07380075752735138,799.5462646484375,0.0,0.0,0.0,0.0,0.20029936730861664,0.14650858938694,0.201005220413208,0.14718736708164215,0.20179525017738342
79,0.09016622602939606,0.07340169697999954,804.8311767578125,0.0,0.0,0.0,0.0,0.20011094212532043,0.08997628092765808,0.07347535341978073,797.705078125,0.0,0.0,0.0,0.0,0.20006366074085236,0.14632858335971832,0.20046062767505646,0.14668865501880646,0.20100530982017517
80,0.09066954255104065,0.0740467831492424,806.7044677734375,0.0,0.0,0.0,0.0,0.20034269988536835,0.09048085659742355,0.0745071992278099,796.88427734375,0.0,0.0,0.0,0.0,0.1999603658914566,0.1460597664117813,0.20012922585010529,0.14682191610336304,0.2013208121061325
81,0.09032879769802094,0.07501702755689621,806.8270874023438,0.0,0.0,0.0,0.0,0.20036181807518005,0.08954286575317383,0.07360929250717163,794.2523803710938,0.0,0.0,0.0,0.0,0.1996244639158249,0.14596165716648102,0.19998818635940552,0.1472896784543991,0.20082154870033264
82,0.09027310460805893,0.07413020730018616,803.7086181640625,0.0,0.0,0.0,0.0,0.19997043907642365,0.08966406434774399,0.07381556183099747,797.0870971679688,0.0,0.0,0.0,0.0,0.19998759031295776,0.14608877897262573,0.20135809481143951,0.14639946818351746,0.20078425109386444
83,0.08985869586467743,0.07387810200452805,800.99267578125,0.0,0.0,0.0,0.0,0.1996745765209198,0.0899156853556633,0.07409954071044922,808.2255859375,0.0,0.0,0.0,0.0,0.20138104259967804,0.1466512233018875,0.20540887117385864,0.1461370438337326,0.2004234343767166
84,0.08999323099851608,0.07329672574996948,801.1718139648438,0.0,0.0,0.0,0.0,0.19965136051177979,0.08964288234710693,0.07337821274995804,792.999267578125,0.0,0.0,0.0,0.0,0.199464812874794,0.14588747918605804,0.199588343501091,0.14637866616249084,0.20037834346294403
85,0.09004334360361099,0.07335498929023743,800.1685180664062,0.0,0.0,0.0,0.0,0.19952908158302307,0.09003278613090515,0.0737278163433075,795.5357055664062,0.0,0.0,0.0,0.0,0.1997862011194229,0.14619503915309906,0.20067232847213745,0.14600057899951935,0.20029421150684357
86,0.08990831673145294,0.07377106696367264,803.1558837890625,0.0,0.0,0.0,0.0,0.19989565014839172,0.09014619141817093,0.07479922473430634,795.3140869140625,0.0,0.0,0.0,0.0,0.1997578889131546,0.1456487625837326,0.20052289962768555,0.14635463058948517,0.20098380744457245
87,0.0897819846868515,0.07364246994256973,800.7660522460938,0.0,0.0,0.0,0.0,0.19959457218647003,0.0892755389213562,0.07358831912279129,793.8424682617188,0.0,0.0,0.0,0.0,0.19957412779331207,0.14618468284606934,0.2000252604484558,0.14598438143730164,0.20033201575279236
88,0.09007012099027634,0.0739206075668335,802.4625854492188,0.0,0.0,0.0,0.0,0.199808269739151,0.08943913131952286,0.07554513961076736,801.2901611328125,0.0,0.0,0.0,0.0,0.20050914585590363,0.1484156996011734,0.20034776628017426,0.14639917016029358,0.20058465003967285
89,0.08991412818431854,0.073847696185112,801.443115234375,0.0,0.0,0.0,0.0,0.19967979192733765,0.09233745187520981,0.08185290545225143,805.9624633789062,0.0,0.0,0.0,0.0,0.20109955966472626,0.1455422192811966,0.2014515995979309,0.14620202779769897,0.20047667622566223
90,0.09007935971021652,0.0737018957734108,802.1376342773438,0.0,0.0,0.0,0.0,0.19976067543029785,0.08916985988616943,0.07384934276342392,793.3281860351562,0.0,0.0,0.0,0.0,0.199504092335701,0.14554493129253387,0.19971086084842682,0.14630226790905,0.20072688162326813
91,0.08978131413459778,0.0747765302658081,801.5030517578125,0.0,0.0,0.0,0.0,0.19968873262405396,0.09163085371255875,0.0760001614689827,804.4261474609375,0.0,0.0,0.0,0.0,0.2009078711271286,0.14619024097919464,0.2026410549879074,0.14608561992645264,0.2003566026687622
92,0.08945741504430771,0.07418861985206604,800.0714721679688,0.0,0.0,0.0,0.0,0.19950340688228607,0.08975383639335632,0.07535494863986969,801.0665283203125,0.0,0.0,0.0,0.0,0.20047710835933685,0.14727742969989777,0.20112405717372894,0.14588625729084015,0.20031024515628815
93,0.08966869115829468,0.07381100207567215,799.3638305664062,0.0,0.0,0.0,0.0,0.19941794872283936,0.0897587314248085,0.07422412186861038,798.0068359375,0.0,0.0,0.0,0.0,0.2000911980867386,0.14591878652572632,0.20185445249080658,0.14591102302074432,0.20021259784698486
94,0.08942532539367676,0.07322283089160919,798.043212890625,0.0,0.0,0.0,0.0,0.19925275444984436,0.08944664150476456,0.0736522376537323,795.8206787109375,0.0,0.0,0.0,0.0,0.19981379806995392,0.14794091880321503,0.19984062016010284,0.14594601094722748,0.19995008409023285
