epoch,loss,val_loss
0,5279.31494140625,-1034.7679443359375
1,-3053.02392578125,-4479.98095703125
2,-5534.78857421875,-6252.61669921875
3,-7103.25439453125,-7643.2451171875
4,-8361.166015625,-8750.51953125
5,-9381.732421875,-9674.8330078125
6,-10199.427734375,-10380.296875
7,-10831.4921875,-10940.279296875
8,-11368.1728515625,-11444.365234375
9,-11862.671875,-11910.291015625
10,-12313.0712890625,-12328.7802734375
11,-12716.744140625,-12708.5146484375
12,-13086.474609375,-13062.982421875
13,-13430.947265625,-13391.541015625
14,-13746.4560546875,-13685.912109375
15,-14025.5703125,-13941.923828125
16,-14267.2802734375,-14162.53125
17,-14476.4873046875,-14354.0234375
18,-14659.7744140625,-14522.6513671875
19,-14822.953125,-14673.4462890625
20,-14970.505859375,-14810.212890625
21,-15105.6767578125,-14935.806640625
22,-15230.7509765625,-15052.3720703125
23,-15347.3798828125,-15161.56640625
24,-15457.099609375,-15264.55859375
25,-15561.0556640625,-15362.2470703125
26,-15660.0341796875,-15455.3681640625
27,-15754.615234375,-15544.4423828125
28,-15845.2392578125,-15629.8037109375
29,-15932.189453125,-15711.662109375
30,-16015.6376953125,-15790.169921875
31,-16095.7568359375,-15865.4443359375
32,-16172.6796875,-15937.619140625
33,-16246.6103515625,-16006.859375
34,-16317.701171875,-16073.3486328125
35,-16386.158203125,-16137.2724609375
36,-16452.19921875,-16198.861328125
37,-16516.009765625,-16258.3173828125
38,-16577.7890625,-16315.8564453125
39,-16637.72265625,-16371.6611328125
40,-16695.9453125,-16425.9140625
41,-16752.634765625,-16478.765625
42,-16807.90234375,-16530.34375
43,-16861.888671875,-16580.76953125
44,-16914.701171875,-16630.119140625
45,-16966.421875,-16678.4765625
46,-17017.107421875,-16725.904296875
47,-17066.818359375,-16772.44921875
48,-17115.62109375,-16818.158203125
49,-17163.53515625,-16863.056640625
50,-17210.5859375,-16907.185546875
51,-17256.8359375,-16950.5703125
52,-17302.28515625,-16993.24609375
53,-17346.962890625,-17035.23828125
54,-17390.90234375,-17076.572265625
55,-17434.130859375,-17117.263671875
56,-17476.67578125,-17157.349609375
57,-17518.537109375,-17196.85546875
58,-17559.755859375,-17235.796875
59,-17600.375,-17274.212890625
60,-17640.388671875,-17312.111328125
61,-17679.83984375,-17349.517578125
62,-17718.73828125,-17386.4765625
63,-17757.12109375,-17422.9765625
64,-17794.99609375,-17459.068359375
65,-17832.376953125,-17494.763671875
66,-17869.291015625,-17530.078125
67,-17905.759765625,-17565.0390625
68,-17941.77734375,-17599.662109375
69,-17977.36328125,-17633.93359375
70,-18012.544921875,-17667.91015625
71,-18047.306640625,-17701.564453125
72,-18081.66796875,-17734.923828125
73,-18115.654296875,-17767.998046875
74,-18149.25,-17800.783203125
75,-18182.470703125,-17833.306640625
76,-18215.318359375,-17865.56640625
77,-18247.806640625,-17897.58203125
78,-18279.927734375,-17929.357421875
79,-18311.69921875,-17960.89453125
80,-18343.134765625,-17992.220703125
81,-18374.236328125,-18023.33984375
82,-18404.982421875,-18054.23828125
83,-18435.404296875,-18084.955078125
84,-18465.5,-18115.4765625
85,-18495.27734375,-18145.822265625
86,-18524.732421875,-18175.99609375
87,-18553.873046875,-18205.966796875
88,-18582.7109375,-18235.76953125
89,-18611.248046875,-18265.392578125
90,-18639.478515625,-18294.865234375
91,-18667.423828125,-18324.150390625
92,-18695.078125,-18353.25
93,-18722.45703125,-18382.17578125
94,-18749.5625,-18410.9140625
95,-18776.38671875,-18439.453125
96,-18802.962890625,-18467.798828125
97,-18829.26171875,-18495.97265625
98,-18855.32421875,-18523.890625
99,-18881.140625,-18551.615234375
100,-18906.70703125,-18579.119140625
101,-18932.05078125,-18606.40625
102,-18957.166015625,-18633.4375
103,-18982.060546875,-18660.25
104,-19006.755859375,-18686.794921875
105,-19031.22265625,-18713.123046875
106,-19055.50390625,-18739.1640625
107,-19079.58984375,-18764.96875
108,-19103.47265625,-18790.5078125
109,-19127.169921875,-18815.798828125
110,-19150.68359375,-18840.826171875
111,-19174.017578125,-18865.59375
112,-19197.185546875,-18890.09375
113,-19220.166015625,-18914.359375
114,-19242.98046875,-18938.359375
115,-19265.630859375,-18962.095703125
116,-19288.111328125,-18985.587890625
117,-19310.42578125,-19008.841796875
118,-19332.5703125,-19031.845703125
119,-19354.56640625,-19054.599609375
120,-19376.37890625,-19077.1328125
121,-19398.02734375,-19099.431640625
122,-19419.521484375,-19121.498046875
123,-19440.84765625,-19143.341796875
124,-19462.013671875,-19164.96484375
125,-19483.013671875,-19186.365234375
126,-19503.837890625,-19207.548828125
127,-19524.51171875,-19228.515625
128,-19545.0234375,-19249.265625
129,-19565.36328125,-19269.7890625
130,-19585.541015625,-19290.095703125
131,-19605.568359375,-19310.169921875
132,-19625.470703125,-19330.04296875
133,-19645.2265625,-19349.71484375
134,-19664.888671875,-19369.19921875
135,-19684.453125,-19388.5234375
