epoch,cotAlpha_mae_full,cotBeta_mae_full,loss,mean_uncertainty_cotAlpha,mean_uncertainty_cotBeta,mean_uncertainty_x,mean_uncertainty_y,val_cotAlpha_mae_full,val_cotBeta_mae_full,val_loss,val_mean_uncertainty_cotAlpha,val_mean_uncertainty_cotBeta,val_mean_uncertainty_x,val_mean_uncertainty_y,val_x_mae_full,val_y_mae_full,x_mae_full,y_mae_full
10,0.7892659306526184,0.447647362947464,777746048.0,0.5608190894126892,0.8740513920783997,0.6249874830245972,0.6900443434715271,0.7895525097846985,0.454374760389328,676600000.0,0.5614498853683472,0.8753226399421692,0.6258504986763,0.6914920210838318,0.5704666972160339,0.6052513122558594,0.5699098110198975,0.6054518222808838
11,0.7893698215484619,0.44771507382392883,762834688.0,0.5608924031257629,0.8742436170578003,0.624941349029541,0.6902012825012207,0.7897093296051025,0.4543896019458771,571088256.0,0.5616417527198792,0.8757590651512146,0.6258407831192017,0.6916587948799133,0.5705356597900391,0.6052331924438477,0.569936215877533,0.6054509282112122
12,0.7900668382644653,0.44762516021728516,658464320.0,0.5600902438163757,0.8769121766090393,0.6251485347747803,0.6899341344833374,0.7910189628601074,0.45400962233543396,444343008.0,0.5595542788505554,0.8815693855285645,0.626676619052887,0.6904552578926086,0.5695747137069702,0.6055160760879517,0.5695070624351501,0.6056879758834839
13,0.7989655137062073,0.44763872027397156,516978656.0,0.564949631690979,0.9122836589813232,0.6226572394371033,0.6983574628829956,0.8724129796028137,0.45701465010643005,84480528.0,0.6128466725349426,1.193222999572754,0.6020932793617249,0.7842934727668762,0.5777876973152161,0.6278794407844543,0.5700553059577942,0.6079812049865723
14,0.877414345741272,0.4484538435935974,22380846.0,0.6139811277389526,1.2034693956375122,0.6065475344657898,0.7874354720115662,0.8778497576713562,0.45506083965301514,21140458.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6242512464523315,0.5784608721733093,0.6252688765525818
15,0.8775469064712524,0.44834432005882263,22380828.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140450.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.623189389705658,0.5784997940063477,0.6236815452575684
16,0.8775469064712524,0.44834432005882263,22380826.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140448.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6222725510597229,0.5784997940063477,0.623007595539093
17,0.8775469064712524,0.44834432005882263,22380824.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140448.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6222725510597229,0.5784997940063477,0.6223676800727844
18,0.8775469064712524,0.44834432005882263,22380820.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140446.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.62184077501297,0.5784997940063477,0.6220590472221375
19,0.8775469064712524,0.44834432005882263,22380820.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140446.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.62184077501297,0.5784997940063477,0.6219375133514404
20,0.8775469064712524,0.44834432005882263,22380812.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140428.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6199362277984619,0.5784997940063477,0.6212857961654663
21,0.8775469064712524,0.44834432005882263,22380800.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140422.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6179237961769104,0.5784997940063477,0.6188137531280518
22,0.8775469064712524,0.44834432005882263,22380796.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140412.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6165014505386353,0.5784997940063477,0.6179126501083374
23,0.8775469064712524,0.44834432005882263,22380782.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140384.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6115319728851318,0.5784997940063477,0.614718496799469
24,0.8775469064712524,0.44834432005882263,22380754.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140362.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6087780594825745,0.5784997940063477,0.6100654006004333
25,0.8775469064712524,0.44834432005882263,22380742.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140362.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6073195338249207,0.5784997940063477,0.608027458190918
26,0.8775469064712524,0.44834432005882263,22380734.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140346.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6045342087745667,0.5784997940063477,0.606395423412323
27,0.8775469064712524,0.44834432005882263,22380716.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140334.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.6032420992851257,0.5784997940063477,0.6041576266288757
28,0.8775469064712524,0.44834432005882263,22380694.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140300.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.5980964303016663,0.5784997940063477,0.6003564596176147
29,0.8775469064712524,0.44834432005882263,22380678.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140288.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.594573438167572,0.5784997940063477,0.5973214507102966
30,0.8775469064712524,0.44834432005882263,22380658.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140272.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.5918285250663757,0.5784997940063477,0.5932399034500122
31,0.8775469064712524,0.44834432005882263,22380646.0,0.6140836477279663,1.2037603855133057,0.6067162752151489,0.7876014709472656,0.8778497576713562,0.45506083965301514,21140258.0,0.6147089004516602,1.2054188251495361,0.6075505614280701,0.7891772389411926,0.5789124965667725,0.589188277721405,0.5784997940063477,0.5909284353256226
32,0.8775168061256409,0.44834432005882263,22380630.0,0.6140679717063904,1.2037134170532227,0.6067279577255249,0.7875913977622986,0.8778035044670105,0.45506033301353455,21140226.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5841187238693237,0.5784961581230164,0.587817370891571
33,0.8775018453598022,0.448343962430954,22380590.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140198.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5780219435691833,0.5784944295883179,0.5822582244873047
34,0.8775018453598022,0.448343962430954,22380576.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140198.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5767865777015686,0.5784944295883179,0.5783488750457764
35,0.8775018453598022,0.448343962430954,22380554.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140170.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5721638202667236,0.5784944295883179,0.5738266706466675
36,0.8775018453598022,0.448343962430954,22380534.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140148.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5684739947319031,0.5784944295883179,0.5704352259635925
37,0.8775018453598022,0.448343962430954,22380512.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140132.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5647405982017517,0.5784944295883179,0.5665540099143982
38,0.8775018453598022,0.448343962430954,22380486.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140106.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5596661567687988,0.5784944295883179,0.5633818507194519
39,0.8775018453598022,0.448343962430954,22380468.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140098.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5578646063804626,0.5784944295883179,0.5592795014381409
40,0.8775018453598022,0.448343962430954,22380446.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140076.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5529727935791016,0.5784944295883179,0.5554182529449463
41,0.8775018453598022,0.448343962430954,22380434.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140060.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5508622527122498,0.5784944295883179,0.552846372127533
42,0.8775018453598022,0.448343962430954,22380418.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140044.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.547740638256073,0.5784944295883179,0.5495123267173767
43,0.8775018453598022,0.448343962430954,22380402.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140018.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5462281703948975,0.5784944295883179,0.5479095578193665
44,0.8775018453598022,0.448343962430954,22380384.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21140008.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5431574583053589,0.5784944295883179,0.5454525351524353
45,0.8775018453598022,0.448343962430954,22380374.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21139990.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5409665107727051,0.5784944295883179,0.543137788772583
46,0.8775018453598022,0.448343962430954,22380356.0,0.6140599846839905,1.203689455986023,0.6067336797714233,0.7875860929489136,0.8778035044670105,0.45506033301353455,21139964.0,0.6146860718727112,1.205346703529358,0.6075672507286072,0.7891618609428406,0.5789062976837158,0.5389533042907715,0.5784944295883179,0.5410011410713196
47,0.8774986267089844,0.44834408164024353,22380342.0,0.6140584349632263,1.2036845684051514,0.6067348122596741,0.7875853776931763,0.8777903914451599,0.45506003499031067,21139944.0,0.6146804690361023,1.2053289413452148,0.6075717806816101,0.7891578078269958,0.57890385389328,0.5368287563323975,0.5784939527511597,0.5386186242103577
48,0.8774892091751099,0.448343425989151,22380322.0,0.6140539646148682,1.2036699056625366,0.6067381501197815,0.787582516670227,0.8777903914451599,0.45506003499031067,21139910.0,0.6146804690361023,1.2053289413452148,0.6075717806816101,0.7891578078269958,0.57890385389328,0.5347045063972473,0.578493058681488,0.5370175838470459
49,0.8774448037147522,0.4483288824558258,22380304.0,0.6140501499176025,1.2036428451538086,0.6067704558372498,0.7875023484230042,0.8775973320007324,0.4549953043460846,21139872.0,0.6146631836891174,1.2052065134048462,0.6077074408531189,0.7888069748878479,0.5788963437080383,0.532687783241272,0.578490674495697,0.5349562168121338
50,0.877296507358551,0.4482784867286682,22380288.0,0.614038348197937,1.2035530805587769,0.6068754196166992,0.7872364521026611,0.8775973320007324,0.4549953043460846,21139850.0,0.6146631836891174,1.2052065134048462,0.6077074408531189,0.7888069748878479,0.5788963437080383,0.5309938192367554,0.5784847736358643,0.5325488448143005
51,0.8772944211959839,0.44827529788017273,22380240.0,0.6153488159179688,1.2035369873046875,0.6068803071975708,0.7872359156608582,0.8775935769081116,0.4549916982650757,21139788.0,0.6160910129547119,1.2051851749420166,0.6077136397361755,0.7888055443763733,0.5789012312889099,0.5276961922645569,0.5784887075424194,0.5299760103225708
52,0.8772932887077332,0.4482737183570862,22380220.0,0.6154682040214539,1.2035316228866577,0.6068819165229797,0.7872354984283447,0.8775935769081116,0.4549916982650757,21139754.0,0.6160910129547119,1.2051851749420166,0.6077136397361755,0.7888055443763733,0.5789012312889099,0.5250639319419861,0.5784898996353149,0.5273784399032593
53,0.8773242831230164,0.44801753759384155,22380188.0,0.6159928441047668,1.2043673992156982,0.6069093942642212,0.787509560585022,0.8776090741157532,0.4546261131763458,21139712.0,0.616789698600769,1.206286072731018,0.6077702641487122,0.7891275882720947,0.578648030757904,0.5228891968727112,0.5783039331436157,0.5250609517097473
54,0.877383828163147,0.44791990518569946,22380164.0,0.6162019371986389,1.2047054767608643,0.6071814894676208,0.7877259850502014,0.8777078986167908,0.4546380937099457,21139672.0,0.6168374419212341,1.2063876390457153,0.6080986261367798,0.7893500328063965,0.5785035490989685,0.5203095078468323,0.5781354308128357,0.5221679210662842
55,0.877471923828125,0.44794386625289917,22380128.0,0.6164233684539795,1.2047797441482544,0.6073351502418518,0.7877687215805054,0.8778473734855652,0.45468345284461975,21139638.0,0.6173176169395447,1.2065074443817139,0.6082571148872375,0.7893242239952087,0.5785560607910156,0.5167813897132874,0.578122615814209,0.5194587111473083
56,0.8775113821029663,0.4479241371154785,22380096.0,0.6167916655540466,1.2048485279083252,0.607488214969635,0.7873575687408447,0.8776760697364807,0.45450177788734436,21139574.0,0.6177763342857361,1.206525444984436,0.6085661053657532,0.7879413962364197,0.578664243221283,0.5134089589118958,0.5781775116920471,0.5160470008850098
57,0.8774378299713135,0.44779592752456665,22380052.0,0.6174143552780151,1.2053329944610596,0.60780268907547,0.7865864634513855,0.8776548504829407,0.45456740260124207,21139540.0,0.6181151270866394,1.2068833112716675,0.6087901592254639,0.7880701422691345,0.5786780714988708,0.510284423828125,0.578270673751831,0.5129491686820984
58,0.8773612976074219,0.4478454291820526,22380016.0,0.6175217628479004,1.2052284479141235,0.607965350151062,0.7864944338798523,0.8777249455451965,0.4546005427837372,21139516.0,0.6183337569236755,1.2069448232650757,0.6088575124740601,0.788053572177887,0.5787136554718018,0.5072162747383118,0.5782769918441772,0.5097996592521667
59,0.8774989247322083,0.4479888677597046,22379976.0,0.6182374954223633,1.2053898572921753,0.6082295179367065,0.7863472104072571,0.8778936862945557,0.4547244608402252,21139458.0,0.6194089651107788,1.2070730924606323,0.609356701374054,0.787632942199707,0.5789249539375305,0.503511369228363,0.5783843994140625,0.5062214136123657
60,0.8775436878204346,0.4479869306087494,22379936.0,0.6188069581985474,1.2052785158157349,0.6085410714149475,0.7861310243606567,0.8777129650115967,0.45470473170280457,21139426.0,0.6195034384727478,1.2066086530685425,0.60941082239151,0.7878831028938293,0.5789692401885986,0.5003380179405212,0.5785244703292847,0.5029431581497192
61,0.8772566318511963,0.44800397753715515,22379900.0,0.61993408203125,1.2039352655410767,0.6088542342185974,0.7853797674179077,0.8775262236595154,0.454738974571228,21139384.0,0.6206046342849731,1.2055108547210693,0.6096999049186707,0.7868795990943909,0.5789922475814819,0.49670377373695374,0.578579843044281,0.4994930028915405
62,0.8770840167999268,0.4479960501194,22379874.0,0.6200841069221497,1.2034449577331543,0.6089412569999695,0.7854716181755066,0.8772167563438416,0.45472249388694763,21139350.0,0.6208685636520386,1.2045621871948242,0.6098338961601257,0.7873086333274841,0.5791202187538147,0.49451613426208496,0.5786314606666565,0.49624645709991455
63,0.8768718242645264,0.44798120856285095,22379844.0,0.6202462911605835,1.202845573425293,0.6090250015258789,0.7857205867767334,0.8767120838165283,0.4546860456466675,21139324.0,0.6207632422447205,1.2038854360580444,0.6099966168403625,0.7870829701423645,0.5791119337081909,0.49005600810050964,0.5787041187286377,0.49291640520095825
64,0.8763755559921265,0.44796308875083923,22379824.0,0.620124101638794,1.202169418334961,0.6091940999031067,0.785510241985321,0.8765852451324463,0.45468375086784363,21139310.0,0.6207514405250549,1.2036536931991577,0.6101172566413879,0.7870512008666992,0.5790725350379944,0.48741647601127625,0.5786857604980469,0.48983854055404663
65,0.8762537837028503,0.4479590356349945,22379808.0,0.6201162338256836,1.201935887336731,0.6092849373817444,0.7854873538017273,0.8765087127685547,0.4546777307987213,21139294.0,0.6207541227340698,1.2035236358642578,0.6101178526878357,0.7870411276817322,0.5790507793426514,0.48450767993927,0.5786406993865967,0.48674067854881287
66,0.876128077507019,0.4479221701622009,22379788.0,0.6202588081359863,1.201577067375183,0.6093474626541138,0.78554767370224,0.8761498928070068,0.4545493423938751,21139264.0,0.6212427020072937,1.2023073434829712,0.6103344559669495,0.7874248623847961,0.579244077205658,0.48160743713378906,0.5786736607551575,0.4838053286075592
67,0.8751527070999146,0.44747093319892883,22379744.0,0.6213187575340271,1.199642300605774,0.6095736026763916,0.7855184674263,0.8753780722618103,0.4541454613208771,21144022.0,0.622506856918335,1.2010109424591064,0.6104721426963806,0.7887916564941406,0.5791575312614441,0.47898420691490173,0.5787411332130432,0.4810444414615631
68,0.8736442923545837,0.44699838757514954,22379646.0,0.6229133009910583,1.198342204093933,0.6104627251625061,0.7859618067741394,0.8735322952270508,0.4536625146865845,21143936.0,0.6237710118293762,1.199536681175232,0.6115893721580505,0.7867536544799805,0.5787515044212341,0.4763221740722656,0.5783874988555908,0.47848817706108093
69,0.8729679584503174,0.4467650055885315,22379596.0,0.6235195994377136,1.1973804235458374,0.6108224987983704,0.7848914265632629,0.8728746771812439,0.4534507989883423,21143842.0,0.6279937028884888,1.198607087135315,0.6116942763328552,0.7858412861824036,0.5787681937217712,0.4740283489227295,0.5784012675285339,0.4759085178375244
70,0.8697072863578796,0.446691632270813,18664336.0,0.6276497840881348,1.1962217092514038,0.6127239465713501,0.7857231497764587,0.8694495558738708,0.4534493386745453,21139534.0,0.6287825703620911,1.1975096464157104,0.6152117848396301,0.7886808514595032,0.5788379907608032,0.4721032381057739,0.5784010291099548,0.47363075613975525
71,0.8671870827674866,0.4469854235649109,14936429.0,0.6297386884689331,1.1926740407943726,0.6113439202308655,0.7838630080223083,0.8672080039978027,0.45375749468803406,21139862.0,0.6309353709220886,1.193243145942688,0.611894965171814,0.7849575877189636,0.578768253326416,0.46990910172462463,0.578522801399231,0.47166070342063904
72,1.0895318984985352,0.4598464369773865,11212393.0,0.8104877471923828,1.5291063785552979,0.6900765299797058,1.1138538122177124,1.3500920534133911,0.4840634763240814,29924.015625,1.034457802772522,1.9257078170776367,0.7653112411499023,1.4959279298782349,0.6041448712348938,0.4872643053531647,0.5886818170547485,0.4806364178657532
73,1.3500210046768188,0.4779689311981201,30127.46484375,1.033861517906189,1.9238494634628296,0.7650240659713745,1.494620680809021,1.3484543561935425,0.4838850796222687,29903.990234375,1.0346202850341797,1.9239507913589478,0.7669706344604492,1.4957199096679688,0.604465126991272,0.4817100465297699,0.603742778301239,0.4842296838760376
74,1.3446418046951294,0.4770577549934387,30057.2734375,1.0348848104476929,1.9171373844146729,0.7680812478065491,1.491688847541809,1.3423547744750977,0.4820282757282257,29812.029296875,1.0367759466171265,1.9154553413391113,0.7686996459960938,1.4910646677017212,0.6034989953041077,0.4807230532169342,0.6032813787460327,0.48192673921585083
75,1.3411059379577637,0.4756286144256592,29981.439453125,1.0392056703567505,1.91046142578125,0.7698428630828857,1.4863883256912231,1.3394731283187866,0.48208120465278625,29752.3515625,1.0423142910003662,1.9135481119155884,0.770974338054657,1.4895814657211304,0.6025049090385437,0.48070380091667175,0.6031529903411865,0.48150545358657837
76,1.3333368301391602,0.4754070043563843,29890.310546875,1.043100118637085,1.9069563150405884,0.7724623680114746,1.4871344566345215,1.3291125297546387,0.4811069965362549,29637.8515625,1.0427457094192505,1.9035354852676392,0.7744076251983643,1.4867018461227417,0.6008433699607849,0.48025214672088623,0.6011152267456055,0.48115119338035583
77,1.3278000354766846,0.47438594698905945,29801.080078125,1.0476049184799194,1.9001414775848389,0.7748211026191711,1.4838157892227173,1.3242865800857544,0.4798840284347534,29542.498046875,1.047587275505066,1.8955477476119995,0.7774623036384583,1.480892300605774,0.5998683571815491,0.4800110161304474,0.6000857949256897,0.4809081256389618
78,1.3222442865371704,0.4733423590660095,29726.9609375,1.0461121797561646,1.8914222717285156,0.7774736285209656,1.4783726930618286,1.3194835186004639,0.4789576530456543,29484.240234375,1.0466899871826172,1.8886237144470215,0.7780131697654724,1.477940559387207,0.5993375778198242,0.4800236225128174,0.5992671251296997,0.4808451235294342
79,1.318878412246704,0.4722896218299866,29672.6484375,1.0485520362854004,1.8873220682144165,0.7769515514373779,1.4771459102630615,1.3163255453109741,0.47796130180358887,29432.65625,1.051876187324524,1.8857966661453247,0.7763606905937195,1.478320598602295,0.5991846919059753,0.47993335127830505,0.5985108613967896,0.4807441532611847
80,1.3121134042739868,0.4714609980583191,29569.0390625,1.054396152496338,1.8762344121932983,0.7758169770240784,1.4747357368469238,1.3069316148757935,0.4778331220149994,29297.87109375,1.0533480644226074,1.8687076568603516,0.7764930129051208,1.4739360809326172,0.5968901515007019,0.47974327206611633,0.5982154607772827,0.4805234968662262
81,1.3029286861419678,0.4711012840270996,29413.220703125,1.059511661529541,1.8606678247451782,0.7781296372413635,1.4692914485931396,1.2944236993789673,0.476624995470047,29108.380859375,1.0686713457107544,1.8553911447525024,0.7766270637512207,1.4686306715011597,0.5949686169624329,0.47933200001716614,0.5944032073020935,0.48036783933639526
82,1.2897363901138306,0.4701673984527588,29228.86328125,1.0719046592712402,1.8459460735321045,0.775654673576355,1.4639352560043335,1.2826159000396729,0.47580909729003906,28903.21484375,1.077555775642395,1.8393419981002808,0.775932788848877,1.4616762399673462,0.5885041356086731,0.4791758954524994,0.592931866645813,0.48004820942878723
83,1.2771233320236206,0.46997013688087463,29017.0546875,1.0744246244430542,1.825262188911438,0.7753286361694336,1.4531490802764893,1.2683801651000977,0.4761880934238434,28670.35546875,1.0724843740463257,1.807843804359436,0.7753908634185791,1.4427895545959473,0.5839397311210632,0.4790229797363281,0.5867127180099487,0.47992148995399475
84,1.2627270221710205,0.469544380903244,28794.775390625,1.07343327999115,1.7993394136428833,0.7760008573532104,1.436686396598816,1.2566545009613037,0.475356787443161,28528.845703125,1.0726416110992432,1.793479323387146,0.7747607827186584,1.433007836341858,0.5830621123313904,0.4785393178462982,0.5831422805786133,0.4796205461025238
85,1.2537548542022705,0.4689069092273712,28668.03515625,1.0732340812683105,1.785610556602478,0.7748512625694275,1.4264315366744995,1.2479833364486694,0.4746622145175934,28362.431640625,1.0785187482833862,1.7800616025924683,0.7758471965789795,1.4139208793640137,0.5813391804695129,0.47818851470947266,0.5817733407020569,0.4793754518032074
