epoch,k,level_0,level_1,level_2,level_3,bin_center_0,bin_center_1,bin_center_2,bin_center_3
42,6.734833,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5312494039535522,-0.5241245031356812,0.8261897563934326,0.8488385677337646
43,6.814163,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5313024520874023,-0.5249576568603516,0.8252965211868286,0.846590518951416
44,6.890463,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5316747426986694,-0.5260252952575684,0.8237628936767578,0.8437690734863281
45,6.9667263,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5319251418113708,-0.5268943309783936,0.822627604007721,0.8414186835289001
46,7.042451,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5321313142776489,-0.5276513695716858,0.8217062950134277,0.8393504619598389
47,7.1148334,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5324978232383728,-0.528508186340332,0.8204646706581116,0.8370259404182434
48,7.1851716,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5329098105430603,-0.5293563008308411,0.8191935420036316,0.834736168384552
49,7.2540174,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5331895351409912,-0.5300238728523254,0.8182858228683472,0.8328733444213867
50,7.320975,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5334388017654419,-0.5306181907653809,0.8175052404403687,0.8311963081359863
51,7.3832755,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5339167714118958,-0.5314032435417175,0.8162090182304382,0.8290571570396423
52,7.443928,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5342017412185669,-0.5319610238075256,0.8153873682022095,0.8274478912353516
53,7.5024524,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5344465970993042,-0.5324486494064331,0.8146963119506836,0.8260201215744019
54,7.5584164,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5347325801849365,-0.532950758934021,0.8139452934265137,0.8245793581008911
55,7.61034,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5350381135940552,-0.5334485173225403,0.8131290674209595,0.8231178522109985
56,7.6570907,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.535460352897644,-0.5340417623519897,0.8120031356811523,0.8213870525360107
57,7.7010584,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5356979966163635,-0.5344313979148865,0.8112744688987732,0.8200939297676086
58,7.742152,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5359481573104858,-0.5348169207572937,0.8105204105377197,0.8188120126724243
59,7.7804823,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.536112904548645,-0.5351021885871887,0.8099467754364014,0.8177449703216553
60,7.815595,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5363567471504211,-0.5354535579681396,0.8091874718666077,0.8165234923362732
61,7.847247,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5365683436393738,-0.5357608795166016,0.8084668517112732,0.8153707385063171
62,7.8742027,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5368301868438721,-0.5361080169677734,0.8075722455978394,0.8140716552734375
63,7.8980627,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5370090007781982,-0.536362886428833,0.8068286180496216,0.8129500150680542
64,7.9190073,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.537074089050293,-0.5364958643913269,0.8063052892684937,0.8120735883712769
65,7.9370303,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5371362566947937,-0.5366185903549194,0.8057628273963928,0.8112009167671204
66,7.9528146,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5371846556663513,-0.5367211699485779,0.8052418828010559,0.8103708624839783
67,7.9663587,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5371825695037842,-0.5367674231529236,0.804814338684082,0.8096538782119751
68,7.97747,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5371989607810974,-0.5368270874023438,0.8043275475502014,0.8088956475257874
69,7.986789,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5371373295783997,-0.53680419921875,0.8039992451667786,0.8083131909370422
70,7.994105,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5370703935623169,-0.5367718935012817,0.8036686182022095,0.807744026184082
71,7.999571,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5370110869407654,-0.5367435812950134,0.8033096194267273,0.8071609139442444
72,8.003753,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5368942022323608,-0.5366544127464294,0.8030720949172974,0.8067131042480469
73,8.006993,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5367467403411865,-0.5365318059921265,0.8029049634933472,0.8063482046127319
74,8.009638,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5365810394287109,-0.5363883376121521,0.8027911186218262,0.8060483932495117
75,8.011977,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5363738536834717,-0.5362011194229126,0.8027878999710083,0.8058700561523438
76,8.013611,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5361924171447754,-0.5360375642776489,0.8027349710464478,0.8056520223617554
77,8.014637,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5360073447227478,-0.5358685851097107,0.8026973605155945,0.8054587244987488
78,8.01474,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5358463525772095,-0.5357219576835632,0.8026084899902344,0.805222749710083
79,8.014047,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5356954336166382,-0.5355839133262634,0.8024966716766357,0.8049719333648682
80,8.012879,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5355446338653564,-0.5354446768760681,0.8023911714553833,0.8047351837158203
81,8.011458,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5353875160217285,-0.5352978706359863,0.8023113012313843,0.8045312166213989
82,8.009838,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5352506041526794,-0.5351702570915222,0.8022007346153259,0.8043032288551331
83,8.00806,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5351091623306274,-0.5350371599197388,0.8021125793457031,0.8041039705276489
84,8.006295,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5349835753440857,-0.534919023513794,0.8020076155662537,0.8038937449455261
85,8.004693,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5348451137542725,-0.5347872376441956,0.8019486665725708,0.8037352561950684
86,8.003371,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5347093939781189,-0.5346575379371643,0.80190509557724,0.8035973906517029
87,8.002849,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5345412492752075,-0.5344947576522827,0.8019664287567139,0.8035693168640137
88,8.002913,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5343976020812988,-0.5343559384346008,0.8020046949386597,0.8035229444503784
89,8.003768,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.534201979637146,-0.5341646075248718,0.8021858930587769,0.8036239147186279
90,8.0043745,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5341328382492065,-0.5340993404388428,0.80210280418396,0.8034645318984985
91,8.00515,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5340394973754883,-0.5340095162391663,0.8020874261856079,0.8033770322799683
92,8.006322,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5339838862419128,-0.5339570045471191,0.8020139336585999,0.8032349944114685
93,8.007771,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5339285135269165,-0.5339044332504272,0.801956295967102,0.8031123876571655
94,8.009172,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5338760018348694,-0.5338544249534607,0.801901638507843,0.8029962182044983
95,8.010371,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5338417291641235,-0.5338224172592163,0.801810622215271,0.8028467893600464
96,8.011354,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5338128209114075,-0.5337954759597778,0.8017109036445618,0.8026917576789856
97,8.011966,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5337870121002197,-0.5337715148925781,0.8016023635864258,0.8025308847427368
98,8.012394,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5337540507316589,-0.5337401628494263,0.8015111088752747,0.802389919757843
99,8.012725,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5337317585945129,-0.5337193012237549,0.8014007210731506,0.8022324442863464
100,8.013043,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336974263191223,-0.5336862802505493,0.801322877407074,0.8021101355552673
101,8.013302,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336733460426331,-0.5336633324623108,0.8012290596961975,0.8019741177558899
102,8.013634,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336639285087585,-0.5336549878120422,0.8011114001274109,0.8018164038658142
103,8.01402,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336580872535706,-0.5336500406265259,0.8009921908378601,0.8016592860221863
104,8.0142565,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336610078811646,-0.5336537957191467,0.8008575439453125,0.8014888763427734
105,8.014498,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336599349975586,-0.5336534976959229,0.8007359504699707,0.8013333082199097
106,8.014601,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336514711380005,-0.5336456894874573,0.8006319999694824,0.8011972904205322
107,8.01479,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336370468139648,-0.5336318612098694,0.8005473613739014,0.8010822534561157
108,8.014863,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336287021636963,-0.5336240530014038,0.800451397895813,0.800957441329956
109,8.0149145,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336259007453918,-0.5336217284202576,0.8003461956977844,0.8008250594139099
110,8.015183,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336088538169861,-0.53360515832901,0.8002834916114807,0.8007366061210632
111,8.015336,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336058139801025,-0.5336024761199951,0.8001888990402222,0.8006176948547363
112,8.015406,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336086750030518,-0.533605694770813,0.8000825643539429,0.8004882335662842
113,8.015377,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336164236068726,-0.5336137413978577,0.7999672889709473,0.8003511428833008
114,8.015503,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336124300956726,-0.5336100459098816,0.7998847365379333,0.800247848033905
115,8.015593,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336042642593384,-0.5336021184921265,0.7998149394989014,0.8001585006713867
116,8.01564,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5335968136787415,-0.5335949063301086,0.7997444272041321,0.8000695109367371
117,8.015482,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5335934162139893,-0.5335916876792908,0.7996628284454346,0.7999703884124756
118,8.015149,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5335873365402222,-0.533585786819458,0.7995836734771729,0.7998746633529663
119,8.01479,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.533571720123291,-0.5335703492164612,0.7995253801345825,0.7998007535934448
120,8.014279,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.533575713634491,-0.5335744619369507,0.7994258999824524,0.7996863722801208
121,8.013674,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.533591628074646,-0.5335904955863953,0.7993013858795166,0.7995477914810181
122,8.013103,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5335916876792908,-0.5335906744003296,0.7992121577262878,0.7994453310966492
123,8.012476,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5335837006568909,-0.5335828065872192,0.7991418242454529,0.7993623614311218
124,8.011785,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5335866212844849,-0.5335858464241028,0.7990477085113525,0.799256443977356
125,8.011114,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336008667945862,-0.5336001515388489,0.7989314198493958,0.7991288304328918
126,8.010442,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336171388626099,-0.5336164832115173,0.798812985420227,0.7989997863769531
127,8.009613,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336260795593262,-0.5336254835128784,0.7987082004547119,0.7988848686218262
128,8.009,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336111187934875,-0.5336105823516846,0.7986602187156677,0.7988274693489075
129,8.008256,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336174964904785,-0.5336170196533203,0.7985655069351196,0.7987236976623535
130,8.007273,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336295366287231,-0.5336291193962097,0.7984519004821777,0.798601508140564
131,8.006381,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336479544639587,-0.5336475968360901,0.7983300089836121,0.7984716296195984
132,8.0056,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336560010910034,-0.5336556434631348,0.7982337474822998,0.7983677387237549
133,8.004896,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336684584617615,-0.5336681604385376,0.7981314063072205,0.7982581257820129
134,8.0040865,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336633324623108,-0.5336630940437317,0.7980648875236511,0.7981848120689392
135,8.003091,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336739420890808,-0.5336737036705017,0.797960102558136,0.7980735898017883
136,8.002045,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336697697639465,-0.5336695313453674,0.7978877425193787,0.7979951500892639
137,8.00079,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336617231369019,-0.5336615443229675,0.7978192567825317,0.797920823097229
138,7.9994907,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336583256721497,-0.5336581468582153,0.7977383732795715,0.7978344559669495
139,7.9981103,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336395502090454,-0.5336393713951111,0.7976893186569214,0.7977802753448486
140,7.9966803,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336383581161499,-0.5336382389068604,0.7976032495498657,0.7976893186569214
141,7.9951453,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336354374885559,-0.5336353182792664,0.7975195050239563,0.7976009249687195
142,7.9936147,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5336196422576904,-0.5336195230484009,0.7974632978439331,0.7975403070449829
143,7.99198,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.533600389957428,-0.5336002707481384,0.7974113821983337,0.7974843382835388
144,7.9903355,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5352606177330017,-0.5352605581283569,0.7938129305839539,0.7938818335533142
145,7.9825916,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5384998917579651,-0.5384998321533203,0.7867162823677063,0.7867814898490906
146,7.9832063,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.538687527179718,-0.5386874675750732,0.7862829566001892,0.7863448262214661
147,7.987435,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5387176871299744,-0.5387176275253296,0.78628009557724,0.786338746547699
148,7.9943905,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5387585163116455,-0.5387584567070007,0.7863286733627319,0.7863844633102417
149,8.00201,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5387901067733765,-0.5387900471687317,0.786414623260498,0.7864676713943481
150,8.009205,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5388420224189758,-0.538841962814331,0.7864469885826111,0.7864974141120911
151,8.01544,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5389943718910217,-0.538994312286377,0.7862412333488464,0.7862891554832458
152,8.021439,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.539085328578949,-0.5390852689743042,0.78615802526474,0.7862036824226379
153,8.028189,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.539027214050293,-0.5390271544456482,0.7864123582839966,0.7864557504653931
154,8.029861,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5405031442642212,-0.5405031442642212,0.7832845449447632,0.7833260297775269
155,7.4154563,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5813625454902649,-0.5813625454902649,0.6821444630622864,0.6821849942207336
156,7.2718716,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6081716418266296,-0.6081716418266296,0.6245595812797546,0.6245993971824646
157,7.243745,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.609512984752655,-0.609512984752655,0.6212688088417053,0.6213086247444153
158,7.177206,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6126317977905273,-0.6126317977905273,0.6134299039840698,0.6134698390960693
159,7.115338,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6122117638587952,-0.6122117638587952,0.6128212809562683,0.6128613352775574
160,7.0446787,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6113451719284058,-0.6113451719284058,0.6129211187362671,0.6129612922668457
161,6.962613,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6109630465507507,-0.6109630465507507,0.6118170619010925,0.6118574738502502
162,6.8686347,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.610008180141449,-0.610008180141449,0.611629068851471,0.6116697192192078
163,6.762576,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6094691753387451,-0.6094691753387451,0.6103788614273071,0.6104196310043335
164,6.640716,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6077181100845337,-0.6077181100845337,0.6113598346710205,0.6114009618759155
165,6.50385,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6070970296859741,-0.6070970296859741,0.609735369682312,0.6097767353057861
166,6.3579297,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6069703102111816,-0.6069703102111816,0.6070042848587036,0.6070458889007568
167,6.203784,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6056057214736938,-0.6056057214736938,0.6067191362380981,0.6067609786987305
168,6.037389,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6050342321395874,-0.6050342321395874,0.6045912504196167,0.6046333312988281
169,5.8494506,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6035698652267456,-0.6035698652267456,0.6043237447738647,0.6043660640716553
170,5.656655,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6020967364311218,-0.6020967364311218,0.6043935418128967,0.6044360995292664
171,5.4624925,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6003321409225464,-0.6003321409225464,0.6056551933288574,0.6056979894638062
172,5.3114185,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.601132333278656,-0.601132333278656,0.6020621657371521,0.6021050810813904
173,5.154818,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6001459956169128,-0.6001459956169128,0.6024947762489319,0.6025378108024597
174,5.010532,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.6003073453903198,-0.6003073453903198,0.6008669137954712,0.6009100675582886
175,4.9037304,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5992103815078735,-0.5992103815078735,0.6023138761520386,0.6023572683334351
176,4.864543,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5991228818893433,-0.5991228818893433,0.6021451950073242,0.6021887063980103
177,4.8412685,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5977463126182556,-0.5977463126182556,0.6049299836158752,0.6049737334251404
178,4.8428288,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5985707640647888,-0.5985707640647888,0.6030948758125305,0.6031387448310852
179,4.8426847,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5974319577217102,-0.5974319577217102,0.6055381894111633,0.6055822968482971
180,4.8387895,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5986414551734924,-0.5986414551734924,0.6027516722679138,0.6027958989143372
181,4.8554273,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5996614694595337,-0.5996614694595337,0.6005436182022095,0.6005879640579224
182,4.9315343,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5997856259346008,-0.5997856259346008,0.6005070805549622,0.6005516648292542
183,4.790613,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5995492339134216,-0.5995492339134216,0.6004062294960022,0.6004510521888733
184,4.874959,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5986600518226624,-0.5986600518226624,0.602560818195343,0.6026058793067932
185,4.982193,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5994314551353455,-0.5994314551353455,0.6011205315589905,0.6011657118797302
186,4.8501267,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5982152223587036,-0.5982152223587036,0.603415846824646,0.6034612655639648
187,4.988905,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5981206297874451,-0.5981206297874451,0.6039151549339294,0.6039608120918274
188,4.9456673,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5988382697105408,-0.5988382697105408,0.6021917462348938,0.6022376418113708
189,4.8785114,-1.0,-0.3333333134651184,0.3333333730697632,1.0,-0.5989044308662415,-0.5989044308662415,0.6018708348274231,0.6019169688224792
