epoch,loss,val_loss
0,33927.9453125,17062.65234375
1,14998.541015625,13364.2177734375
2,11561.568359375,9870.9326171875
3,7897.15087890625,6216.60986328125
4,4714.16552734375,3229.815185546875
5,2465.717529296875,1366.3206787109375
6,623.3937377929688,140.8708038330078
7,-461.8964538574219,-925.940185546875
8,-1039.4974365234375,-1476.9566650390625
9,-1360.7672119140625,-1541.119873046875
10,-1810.4825439453125,-2001.7955322265625
11,-2182.340576171875,-2375.8173828125
12,-2187.70703125,-2056.021240234375
13,-2364.551513671875,-2518.2099609375
14,-2145.7646484375,-2509.298828125
15,-2461.17041015625,-2673.86865234375
16,-2941.55517578125,-3329.597900390625
17,-2731.8515625,-174.08749389648438
18,-2622.263671875,-2739.9638671875
19,-2863.890869140625,-2822.44921875
20,-3099.236572265625,-3196.439208984375
21,-3194.274169921875,-3779.49853515625
22,-3204.966552734375,-3452.6279296875
23,-3543.44873046875,-3836.9150390625
24,-3583.632080078125,-3784.416259765625
25,-3567.52197265625,-3469.53173828125
26,-3929.417724609375,-4169.29931640625
27,-4377.9130859375,-4411.79541015625
28,-4310.87060546875,-3881.398681640625
29,-4147.9794921875,-4719.82275390625
30,-3759.96728515625,-4213.4970703125
31,-4485.1435546875,-4492.7216796875
32,-4505.71337890625,-4603.919921875
33,-4601.1123046875,-4824.5166015625
34,-4961.00341796875,-4645.40576171875
35,-4917.9501953125,-4826.70556640625
36,-5021.42822265625,-5102.76318359375
37,-5032.51708984375,-3600.520751953125
38,-5002.3193359375,-4793.8271484375
39,-5075.78076171875,-5427.47802734375
40,-5323.43994140625,-5701.650390625
41,-5402.6884765625,-4857.92431640625
42,-5348.693359375,-5460.64990234375
43,-5678.43212890625,-5521.35400390625
44,-5734.87060546875,-5862.62646484375
45,-2924.18701171875,-2364.110595703125
46,-4636.41357421875,-5530.1123046875
47,-5918.5595703125,-5961.7529296875
48,-5803.359375,-5597.11962890625
49,-5925.63818359375,-6210.62353515625
50,-6165.02490234375,-6391.0341796875
51,-6164.07421875,-6201.96923828125
52,-4511.40869140625,-5583.7822265625
53,-6118.3486328125,-6545.341796875
54,-6501.93115234375,-6537.0185546875
55,-6474.00439453125,-6471.85205078125
56,-6382.55322265625,-6720.033203125
57,-5653.6005859375,-6164.23193359375
58,-6578.17919921875,-6799.88037109375
59,-6503.7236328125,-6630.11767578125
60,-4448.37646484375,-6548.45458984375
61,-6654.7314453125,-6490.27880859375
62,-6712.0654296875,-6655.71484375
63,-6751.6181640625,-6977.35302734375
64,-6742.67822265625,-6896.9033203125
65,-6751.744140625,-6990.470703125
66,-4632.4013671875,-6742.8935546875
67,-6408.97412109375,-6670.81396484375
68,-6878.8681640625,-6973.208984375
69,-6736.05615234375,-6912.3330078125
70,-6813.6767578125,-7078.97509765625
71,-6924.45458984375,-6775.36376953125
72,-6864.19775390625,-6966.216796875
73,-6932.7060546875,-7237.34912109375
74,-7047.591796875,-7358.23583984375
75,-7403.78759765625,-7579.474609375
76,-6251.78173828125,-1189.396240234375
77,-5508.974609375,-7211.42626953125
78,-7302.95703125,-7285.01806640625
79,-7347.6884765625,-7210.2890625
80,-7265.25830078125,-7099.1611328125
81,-7389.93994140625,-7078.81640625
82,-7349.318359375,-6303.736328125
83,-6455.70751953125,-7626.02197265625
84,-7486.8544921875,-7775.52685546875
85,-7589.85693359375,2862.51220703125
86,-6184.69287109375,-7906.20068359375
87,-7000.31591796875,-6359.60595703125
88,-7468.392578125,-4426.73779296875
89,-6821.818359375,-7645.89306640625
90,-7277.619140625,-5895.61328125
91,-6577.49462890625,-7787.39111328125
92,-6553.01513671875,-3665.82958984375
93,-6674.314453125,-7747.4228515625
94,-6961.57275390625,-7363.03857421875
95,-6122.6572265625,-7192.71875
96,-6553.81201171875,-4854.4365234375
97,-6820.89013671875,-5546.8837890625
98,-6772.64501953125,-6273.28564453125
99,-6867.20654296875,-7688.048828125
100,-6926.37451171875,-7589.5078125
101,-7103.94921875,-6274.07763671875
102,-7298.25537109375,-7506.4951171875
103,-7506.1416015625,-7954.3623046875
104,-7499.4111328125,-7789.87353515625
105,-7606.568359375,-6599.03759765625
106,-7644.27783203125,-7904.55517578125
107,-7450.67529296875,-6646.91796875
108,-7678.59814453125,-8149.12646484375
109,-7470.53076171875,-7349.91796875
110,-7085.8427734375,-8097.74951171875
111,-7459.384765625,1280.330810546875
112,-5624.31103515625,-7504.42724609375
113,-7395.5126953125,-8134.2587890625
114,-7532.7041015625,-8186.0400390625
115,-7713.70166015625,-8190.23486328125
116,-7829.04296875,-7541.5107421875
117,-7021.37841796875,-2376.77685546875
118,-5775.34765625,-7606.05078125
119,-7453.68115234375,-8022.6806640625
120,-7970.51611328125,-7804.2529296875
121,-8012.2021484375,-8474.8681640625
122,-7980.4326171875,-8313.1318359375
123,-8011.00244140625,-8045.72216796875
124,-8044.8125,-8512.03515625
125,-8026.916015625,-6769.5078125
126,-7799.3134765625,-7712.6650390625
127,-8418.3203125,-8565.8876953125
128,-7863.8720703125,-8489.7275390625
129,-8101.08203125,-8200.6025390625
130,-7733.728515625,-8183.10888671875
131,-8159.3974609375,-8602.73828125
132,-8138.9736328125,-8655.9609375
133,-8333.8154296875,-8650.5576171875
134,-8426.5546875,-9145.890625
135,-8578.3115234375,-8382.0
136,-8519.7978515625,-9027.2265625
137,-8533.9619140625,-8551.966796875
138,-8694.134765625,-8981.5478515625
139,-7966.7021484375,-6212.1318359375
140,-7538.220703125,-7026.814453125
141,-7833.23828125,-7103.97900390625
142,-8089.10205078125,-8660.0283203125
143,-8140.82861328125,-7277.349609375
144,-8031.56884765625,-7965.65576171875
145,-8127.572265625,-8808.63671875
146,-8256.828125,-7700.03955078125
147,-8297.4365234375,-8376.2216796875
148,-8470.4521484375,-8713.8154296875
149,-8383.9228515625,-8966.6240234375
150,-8490.818359375,-9010.2470703125
151,-8553.177734375,-8718.5859375
152,-8154.93603515625,-7863.11083984375
153,-8407.8740234375,-8954.216796875
154,-8636.73046875,-8666.603515625
155,-8955.6171875,-9468.328125
156,-9082.552734375,-9113.1494140625
157,-8966.591796875,-8728.66796875
158,-9006.5908203125,-9191.0947265625
159,-8924.7802734375,-9151.5537109375
160,-8944.2392578125,-8505.1572265625
161,-8922.791015625,-7799.90185546875
162,-8839.3349609375,-9490.4287109375
163,-7669.5029296875,-6034.392578125
164,-8450.853515625,-8820.7646484375
165,-8479.9091796875,-8034.36767578125
166,-8763.0703125,-8952.2626953125
167,-8950.3037109375,-8595.3642578125
168,-8011.5986328125,-3187.3369140625
169,-7637.86572265625,-7283.18896484375
170,-8024.7568359375,-9227.71484375
171,-8560.1953125,-9760.7783203125
172,-8779.677734375,-8744.6357421875
173,-8954.9580078125,-9643.328125
174,-8966.2900390625,-9094.5595703125
175,-8871.26171875,-9241.587890625
176,-8862.9794921875,-9311.0859375
177,-9102.4111328125,-9670.3828125
178,-9454.3935546875,-9031.935546875
179,-9391.4716796875,-9309.1357421875
180,-9504.0791015625,-9739.8525390625
181,-9484.732421875,-9945.7861328125
182,-9158.90234375,-8385.3125
183,-8702.048828125,-9189.1982421875
184,-9167.908203125,-8463.23046875
185,-8778.2353515625,-9547.0419921875
186,-9177.375,-8590.994140625
187,-9081.09375,-9257.6904296875
188,-9419.8671875,-9285.9716796875
189,-9288.9921875,-9655.9423828125
190,-9377.3603515625,-9304.75390625
191,-9480.96875,-10081.3935546875
192,-9179.0751953125,-9950.380859375
193,-9571.0166015625,-8756.0439453125
194,-9675.90625,-9233.3203125
195,-9271.7958984375,-8863.57421875
196,-7342.44677734375,-5850.57470703125
197,-8190.279296875,-9328.7861328125
198,-9307.9580078125,-9834.36328125
199,-9663.80859375,-9906.455078125
200,-9393.0654296875,-9865.8642578125
201,-9508.818359375,-8565.5849609375
202,-9509.982421875,-9682.93359375
203,-9132.0703125,-6146.45654296875
204,-8779.87890625,-9599.5439453125
205,-9568.2392578125,-8974.3505859375
206,-9431.103515625,-9418.072265625
207,-9518.173828125,-9038.998046875
208,-6962.97802734375,-7670.9453125
209,-8825.177734375,-8760.037109375
210,-9839.1962890625,-10368.5478515625
211,-9903.3935546875,-10813.3583984375
212,-10385.5126953125,-10172.6943359375
213,-10256.0419921875,-10834.361328125
214,-10430.451171875,-10922.666015625
215,-10456.5205078125,-10141.7197265625
216,-10140.6240234375,-10069.38671875
217,-10216.083984375,-10346.1083984375
218,-9992.92578125,-10889.2822265625
219,-9545.75,-10315.341796875
220,-10523.56640625,-10817.486328125
221,-10514.0068359375,-11177.125
222,-10479.7578125,-11045.0869140625
223,-8098.70556640625,-9858.12109375
224,-10527.15234375,-10965.681640625
225,-9092.16015625,-10058.736328125
226,-10324.330078125,-10968.958984375
227,-10327.107421875,-10300.6171875
228,-9871.0947265625,-11004.1318359375
229,-10106.3486328125,-10479.7431640625
230,-10200.82421875,-10638.740234375
231,-9389.7373046875,-6787.6318359375
232,-9070.330078125,-7491.40576171875
233,-8763.2744140625,-7777.85888671875
234,-9050.4052734375,-10386.0439453125
235,-9042.8837890625,-10104.5546875
236,-10057.69921875,-10546.9873046875
237,-9969.1328125,-10418.439453125
238,-10069.1474609375,-9181.873046875
239,-10095.6640625,-10646.5712890625
240,-10067.330078125,-10802.7568359375
241,-9977.3603515625,-10289.4150390625
242,-10203.5078125,-9704.07421875
243,-10072.396484375,-10789.107421875
244,-10049.9599609375,-10193.107421875
245,-10426.298828125,-9475.5771484375
246,-9780.1171875,-10799.798828125
247,-10368.580078125,-11003.869140625
248,-10454.2265625,-11066.1171875
249,-10482.9072265625,-11046.140625
250,-10726.5849609375,-10098.2646484375
251,-10457.767578125,-10851.2958984375
252,-10099.052734375,-11072.908203125
253,-10315.5947265625,-11033.6416015625
254,-10401.1142578125,-11021.3154296875
255,-10530.0849609375,-11398.48046875
256,-10423.7314453125,-10623.1552734375
257,-10508.0537109375,-9996.3759765625
258,-10120.5087890625,-10414.560546875
259,-10464.884765625,-8560.9560546875
260,-10403.6337890625,-10903.70703125
261,-10774.43359375,-10909.2705078125
262,-10161.9951171875,-10258.84375
263,-10840.1708984375,-9996.96875
264,-9226.9716796875,-10836.4013671875
265,-10872.029296875,-11078.826171875
266,-10936.234375,-11112.7021484375
267,-10647.458984375,-10930.0654296875
268,-11093.6416015625,-11810.44921875
269,-11036.3486328125,-11449.83203125
270,-10583.83203125,-11665.3447265625
271,-10919.681640625,-10799.8232421875
272,-10876.2744140625,-11214.1640625
273,-10831.9130859375,-11830.8994140625
274,-11327.1669921875,-12077.671875
275,-10702.2333984375,-11456.353515625
276,-10301.95703125,-10666.48828125
277,-9402.7373046875,-8807.6533203125
278,-10461.26953125,-11482.91015625
279,-8540.8203125,-10987.587890625
280,-11179.8505859375,-11555.37109375
281,-10968.486328125,-10899.494140625
282,-10396.958984375,-10249.556640625
283,-10927.0498046875,-11726.5205078125
284,-10089.923828125,-10892.4921875
285,-9887.6298828125,-10739.771484375
286,-10688.7001953125,-7758.2294921875
287,-10487.0732421875,-11334.98046875
288,-10650.8583984375,-10761.15234375
289,-10194.6982421875,-9557.599609375
290,-10869.98828125,-10140.9638671875
291,-10591.1640625,-11436.5048828125
292,-11088.509765625,-11720.341796875
293,-10634.8291015625,-10360.6220703125
294,-10669.083984375,-10655.615234375
295,-10458.76171875,-11493.0791015625
296,-10446.5341796875,-10408.5810546875
297,-10676.4345703125,-10879.478515625
298,-10608.7666015625,-11017.9384765625
299,-9807.3623046875,-11099.943359375
300,-10778.3017578125,-10079.8310546875
301,-10753.4326171875,-11713.7265625
302,-10666.8876953125,-10507.087890625
303,-10607.767578125,-11617.6494140625
304,-10806.142578125,-10786.111328125
305,-10879.1357421875,-11228.474609375
306,-10706.4921875,-10967.9404296875
307,-10881.6943359375,-11104.869140625
308,-10851.86328125,-11277.79296875
309,-9535.9169921875,-11077.064453125
310,-11140.4404296875,-10948.826171875
311,-10945.9990234375,-9446.0947265625
312,-11029.0654296875,-11028.9716796875
313,-11161.1611328125,-12260.59765625
314,-11226.689453125,-11756.0966796875
315,-11262.931640625,-10472.693359375
316,-10490.7373046875,-9723.5029296875
317,-10097.845703125,-9805.3779296875
318,-10991.048828125,-11147.23046875
319,-10991.017578125,-11963.9228515625
320,-11421.5927734375,-11931.7333984375
321,-11097.37109375,-10928.1669921875
322,-11331.2890625,-11235.748046875
323,-11456.291015625,-11642.142578125
324,-10661.728515625,-11347.9365234375
325,-11509.0791015625,-11989.302734375
326,-11851.890625,-11992.0947265625
