epoch,loss,val_loss
0,103437.640625,102669.21875
1,103437.5703125,102668.875
2,103437.484375,102668.828125
3,103437.2890625,102668.703125
4,58816.15625,7736.44091796875
5,3937.923095703125,1864.4608154296875
6,969.571533203125,-104.29862213134766
7,-1753.0506591796875,-1547.8858642578125
8,-3108.85205078125,-3502.832275390625
9,-3847.382568359375,-4086.649169921875
10,-3397.3642578125,-3633.623046875
11,-3687.1376953125,-3659.730224609375
12,-3397.37744140625,-2603.25732421875
13,-4202.2529296875,-4473.04931640625
14,-4022.55126953125,-4996.29736328125
15,-4934.0595703125,-5090.11962890625
16,-5213.4462890625,-5119.275390625
17,-5223.63232421875,-5400.109375
18,-4396.224609375,-1186.058349609375
19,-5026.0986328125,-5722.09716796875
20,-4436.03466796875,-3989.394287109375
21,-4833.7470703125,-5494.23095703125
22,-4698.595703125,-6186.2392578125
23,-5271.12109375,-6238.44384765625
24,-5927.42626953125,-6551.81201171875
25,-6137.6796875,-6848.7587890625
26,-6506.82861328125,-6646.6513671875
27,-6433.77392578125,-5578.38232421875
28,-5985.63525390625,-6661.2578125
29,-6025.697265625,-6985.5146484375
30,-6210.169921875,-6990.45947265625
31,-6188.669921875,-2644.080078125
32,-6282.84130859375,-3566.232177734375
33,-6652.615234375,-7157.65380859375
34,-6881.298828125,-5856.41357421875
35,-6535.56982421875,-6246.3544921875
36,-6841.77587890625,-7527.37841796875
37,-7488.8984375,-7742.55419921875
38,-7267.6728515625,-7611.80322265625
39,-7213.107421875,-5740.474609375
40,-7084.68310546875,-5866.8212890625
41,-6119.8095703125,-5333.44775390625
42,-6588.2392578125,-7231.7568359375
43,-6580.03369140625,-8131.66845703125
44,-7629.8623046875,-7925.4267578125
45,-7678.93896484375,-6631.21044921875
46,-8070.3935546875,-7534.17041015625
47,-7542.1220703125,-8471.38671875
48,-7732.59912109375,-8463.94921875
49,-7719.06640625,-7516.24365234375
50,-7630.3212890625,-7541.75439453125
51,-7132.77294921875,-6999.14208984375
52,-7613.20751953125,-7583.232421875
53,-7126.38134765625,-6736.95166015625
54,-6884.986328125,-5786.05810546875
55,-8044.04296875,-8227.8330078125
56,-7687.20263671875,18081.009765625
57,-7009.0576171875,-2208.751953125
58,-6456.6640625,-7450.63623046875
59,-7305.0263671875,-6283.4375
60,-6802.3955078125,-6241.76611328125
61,-5978.36474609375,-7090.1015625
62,-5945.4130859375,-6362.9140625
63,-5626.2744140625,-7479.666015625
64,-6389.57177734375,-3683.408203125
65,-6442.04052734375,-8171.70166015625
66,-7300.27783203125,-8145.63720703125
67,-6884.06640625,-5919.75537109375
68,-7632.5712890625,-7691.39697265625
69,-7554.82666015625,-7705.98583984375
70,-7799.16162109375,-7629.888671875
71,-8093.2119140625,-8134.32958984375
72,-7983.09228515625,-7589.421875
73,-8084.828125,-7153.9609375
74,-8207.8544921875,-7526.47998046875
75,-6962.32421875,-4105.15087890625
76,-7923.10009765625,-7597.3994140625
77,-7527.95068359375,-8449.5927734375
78,-8258.6884765625,-7532.54541015625
79,-7957.69873046875,-8819.1064453125
80,-8309.0390625,-8111.3349609375
81,-8300.583984375,-8240.67578125
82,-8353.1796875,-8822.6376953125
83,-6687.35986328125,-6752.54296875
84,-6799.82421875,-5391.25634765625
85,-7956.154296875,-8353.8505859375
86,-7074.259765625,-7543.02587890625
87,-7628.1240234375,-8818.216796875
88,-8180.21875,-8819.78515625
89,-8183.0771484375,-8792.4638671875
90,-8576.552734375,-8542.07421875
91,-8546.30078125,-7694.05908203125
92,-8007.533203125,-8557.7197265625
93,-8314.1337890625,-8316.1923828125
94,-8240.40234375,-7572.2978515625
95,-8151.111328125,-6933.4833984375
96,-7646.5849609375,-5415.1865234375
97,-8240.1923828125,-8777.033203125
98,-8635.7958984375,-9456.916015625
99,-8721.8408203125,-9640.921875
100,-9073.4931640625,-8333.001953125
101,-8010.60205078125,-7398.533203125
102,-8795.57421875,-8157.85888671875
103,-8569.7138671875,-8926.453125
104,-7815.8203125,-7319.9111328125
105,-7500.2255859375,-8732.7431640625
106,-8277.41015625,-8861.6484375
107,-7883.3408203125,-9266.0361328125
108,-8560.80859375,-8889.7607421875
109,-8481.2646484375,-8934.98828125
110,-8379.361328125,-7985.93896484375
111,-8430.705078125,-8140.439453125
112,-8815.6943359375,-8957.9921875
113,-8225.5947265625,-7807.318359375
114,-8390.228515625,-7964.4267578125
115,-8816.556640625,-8690.01953125
116,-9232.2578125,-9221.939453125
117,-9283.2353515625,-8913.8486328125
118,-9212.7578125,-8971.986328125
119,-8092.29736328125,-5041.7724609375
120,-8572.98046875,-9932.048828125
121,-8789.294921875,-9388.072265625
122,-8869.51171875,-9869.3291015625
123,-9062.7373046875,-8728.7255859375
124,-9168.5087890625,-8311.912109375
125,-9121.34765625,-8306.126953125
126,-8963.9521484375,-6649.078125
127,-9118.3515625,-9954.9970703125
128,-9886.595703125,-10034.345703125
129,-9833.2177734375,-9964.01171875
130,-9574.9150390625,-9484.7392578125
131,-9741.7646484375,-9067.6962890625
132,-9746.5576171875,-10967.07421875
133,-10013.48828125,-9875.783203125
134,-10011.56640625,-10623.482421875
135,-10022.828125,-9921.16796875
136,-10057.994140625,-9213.751953125
137,-10218.9423828125,-10504.7265625
138,-10144.6318359375,-10808.6435546875
139,-10371.7587890625,-10324.294921875
140,-10269.435546875,-9120.0244140625
141,-10156.2490234375,-10152.8349609375
142,-10195.5927734375,-9708.5546875
143,-10020.2158203125,-9567.6162109375
144,-10243.03125,-10472.236328125
145,-10316.30859375,-10363.541015625
146,-10387.703125,-10465.2060546875
147,-10291.70703125,-9299.71484375
148,-10337.203125,-11375.37890625
149,-10290.630859375,-9413.537109375
150,-10147.5810546875,-8858.5615234375
151,-10369.7958984375,-9871.3271484375
152,-10345.123046875,-10839.0576171875
153,-10373.466796875,-11175.6455078125
154,-10460.0888671875,-9167.408203125
155,-10254.060546875,-10366.7802734375
156,-10346.603515625,-10002.5458984375
157,-10596.875,-10757.5
